key;title;mdate;year;publtype;pages;url;ee;bookKey
reference/gis/KushkiPV08;Indoor Positioning with Wireless Local Area Networks (WLAN).;2011-11-25;2008;encyclopedia entry;566-571;db/reference/gis/gis2008.html#KushkiPV08;http://dx.doi.org/10.1007/978-0-387-35973-1_629;reference/gis/2008
reference/gis/X08xcg;Participation Ratio.;2011-11-25;2008;encyclopedia entry;843;db/reference/gis/gis2008.html#X08xcg;http://dx.doi.org/10.1007/978-0-387-35973-1_954;reference/gis/2008
reference/gis/X08sd;Indoor Location Determination Systems.;2011-11-25;2008;encyclopedia entry;552;db/reference/gis/gis2008.html#X08sd;http://dx.doi.org/10.1007/978-0-387-35973-1_623;reference/gis/2008
reference/gis/X08sy;Interoperability, XML Schema.;2011-11-25;2008;encyclopedia entry;599;db/reference/gis/gis2008.html#X08sy;http://dx.doi.org/10.1007/978-0-387-35973-1_653;reference/gis/2008
reference/gis/X08dh;CGI.;2011-11-25;2008;encyclopedia entry;77;db/reference/gis/gis2008.html#X08dh;http://dx.doi.org/10.1007/978-0-387-35973-1_126;reference/gis/2008
reference/gis/X08ok;Geographically Weighted Regression.;2011-11-25;2008;encyclopedia entry;364;db/reference/gis/gis2008.html#X08ok;http://dx.doi.org/10.1007/978-0-387-35973-1_479;reference/gis/2008
reference/gis/YangL08;Indoor Positioning, Bayesian Methods.;2011-11-25;2008;encyclopedia entry;559-566;db/reference/gis/gis2008.html#YangL08;http://dx.doi.org/10.1007/978-0-387-35973-1_627;reference/gis/2008
reference/gis/X08al;Agent-Based Models.;2011-11-25;2008;encyclopedia entry;11;db/reference/gis/gis2008.html#X08al;http://dx.doi.org/10.1007/978-0-387-35973-1_39;reference/gis/2008
reference/gis/X08xhf;Regression.;2011-11-25;2008;encyclopedia entry;956;db/reference/gis/gis2008.html#X08xhf;http://dx.doi.org/10.1007/978-0-387-35973-1_1106;reference/gis/2008
reference/gis/X08qo;Hamiltonian Cycle with the Least Weight.;2011-11-25;2008;encyclopedia entry;425;db/reference/gis/gis2008.html#X08qo;http://dx.doi.org/10.1007/978-0-387-35973-1_559;reference/gis/2008
reference/gis/X08xns;Spatially-Enabled Data Warehouses.;2011-11-25;2008;encyclopedia entry;1113;db/reference/gis/gis2008.html#X08xns;http://dx.doi.org/10.1007/978-0-387-35973-1_1310;reference/gis/2008
reference/gis/X08xav;OLAP Operations.;2011-11-25;2008;encyclopedia entry;805;db/reference/gis/gis2008.html#X08xav;http://dx.doi.org/10.1007/978-0-387-35973-1_907;reference/gis/2008
reference/gis/X08ps;GIS.;2011-11-25;2008;encyclopedia entry;408;db/reference/gis/gis2008.html#X08ps;http://dx.doi.org/10.1007/978-0-387-35973-1_529;reference/gis/2008
reference/gis/X08il;Directory Rectangles.;2011-11-25;2008;encyclopedia entry;245;db/reference/gis/gis2008.html#X08il;http://dx.doi.org/10.1007/978-0-387-35973-1_300;reference/gis/2008
reference/gis/BettiniMW08;Privacy Threats in Location-Based Services.;2011-11-25;2008;encyclopedia entry;906-912;db/reference/gis/gis2008.html#BettiniMW08;http://dx.doi.org/10.1007/978-0-387-35973-1_1022;reference/gis/2008
reference/gis/X08xau;OGR.;2011-11-25;2008;encyclopedia entry;805;db/reference/gis/gis2008.html#X08xau;http://dx.doi.org/10.1007/978-0-387-35973-1_906;reference/gis/2008
reference/gis/Zhang08a;Correlation Queries in Spatial Time Series Data.;2011-11-25;2008;encyclopedia entry;176-179;db/reference/gis/gis2008.html#Zhang08a;http://dx.doi.org/10.1007/978-0-387-35973-1_221;reference/gis/2008
reference/gis/X08xlq;Spatial Aspects of Crime.;2011-11-25;2008;encyclopedia entry;1077;db/reference/gis/gis2008.html#X08xlq;http://dx.doi.org/10.1007/978-0-387-35973-1_1245;reference/gis/2008
reference/gis/X08xbw;Ortho-Image.;2011-11-25;2008;encyclopedia entry;832;db/reference/gis/gis2008.html#X08xbw;http://dx.doi.org/10.1007/978-0-387-35973-1_941;reference/gis/2008
reference/gis/X08xjf;SDSS.;2011-11-25;2008;encyclopedia entry;1027;db/reference/gis/gis2008.html#X08xjf;http://dx.doi.org/10.1007/978-0-387-35973-1_1172;reference/gis/2008
reference/gis/Zaslavsky08b;Grid.;2011-11-25;2008;encyclopedia entry;419;db/reference/gis/gis2008.html#Zaslavsky08b;http://dx.doi.org/10.1007/978-0-387-35973-1_550;reference/gis/2008
reference/gis/X08xdt;Polynomials.;2011-11-25;2008;encyclopedia entry;880;db/reference/gis/gis2008.html#X08xdt;http://dx.doi.org/10.1007/978-0-387-35973-1_1002;reference/gis/2008
reference/gis/X08wy;MCMC.;2011-11-25;2008;encyclopedia entry;651;db/reference/gis/gis2008.html#X08wy;http://dx.doi.org/10.1007/978-0-387-35973-1_771;reference/gis/2008
reference/gis/X08xtn;WMS.;2011-11-25;2008;encyclopedia entry;1274;db/reference/gis/gis2008.html#X08xtn;http://dx.doi.org/10.1007/978-0-387-35973-1_1503;reference/gis/2008
reference/gis/Bohm08;Pyramid Technique.;2011-11-25;2008;encyclopedia entry;929-930;db/reference/gis/gis2008.html#Bohm08;http://dx.doi.org/10.1007/978-0-387-35973-1_1050;reference/gis/2008
reference/gis/X08xpo;Synchronization of Spatial Data.;2011-11-25;2008;encyclopedia entry;1146;db/reference/gis/gis2008.html#X08xpo;http://dx.doi.org/10.1007/978-0-387-35973-1_1367;reference/gis/2008
reference/gis/X08fa;Consequence Management.;2011-11-25;2008;encyclopedia entry;140;db/reference/gis/gis2008.html#X08fa;http://dx.doi.org/10.1007/978-0-387-35973-1_184;reference/gis/2008
reference/gis/Grabow08;Rural Hydrologic Decision Support.;2011-11-25;2008;encyclopedia entry;1008-1012;db/reference/gis/gis2008.html#Grabow08;http://dx.doi.org/10.1007/978-0-387-35973-1_1155;reference/gis/2008
reference/gis/X08vp;Machine Readable Geographic Data.;2011-11-25;2008;encyclopedia entry;631;db/reference/gis/gis2008.html#X08vp;http://dx.doi.org/10.1007/978-0-387-35973-1_730;reference/gis/2008
reference/gis/X08dg;Centrographic Measures.;2011-11-25;2008;encyclopedia entry;77;db/reference/gis/gis2008.html#X08dg;http://dx.doi.org/10.1007/978-0-387-35973-1_125;reference/gis/2008
reference/gis/X08yg;Moved Planning Process.;2011-11-25;2008;encyclopedia entry;725;db/reference/gis/gis2008.html#X08yg;http://dx.doi.org/10.1007/978-0-387-35973-1_821;reference/gis/2008
reference/gis/X08xnz;Spatio-temporal Indexing.;2011-11-25;2008;encyclopedia entry;1121;db/reference/gis/gis2008.html#X08xnz;http://dx.doi.org/10.1007/978-0-387-35973-1_1321;reference/gis/2008
reference/gis/ChiuL08;Emergency Evacuation, Dynamic Transportation Models.;2011-11-25;2008;encyclopedia entry;261-267;db/reference/gis/gis2008.html#ChiuL08;http://dx.doi.org/10.1007/978-0-387-35973-1_342;reference/gis/2008
reference/gis/Srinivasan08c;Spatial Regression Models.;2011-11-25;2008;encyclopedia entry;1102-1105;db/reference/gis/gis2008.html#Srinivasan08c;http://dx.doi.org/10.1007/978-0-387-35973-1_1294;reference/gis/2008
reference/gis/X08xnd;Spatial Queries.;2011-11-25;2008;encyclopedia entry;1102;db/reference/gis/gis2008.html#X08xnd;http://dx.doi.org/10.1007/978-0-387-35973-1_1291;reference/gis/2008
reference/gis/X08xp;Mobile Population.;2011-11-25;2008;encyclopedia entry;677;db/reference/gis/gis2008.html#X08xp;http://dx.doi.org/10.1007/978-0-387-35973-1_796;reference/gis/2008
reference/gis/X08xgo;Real-Time Location Services.;2011-11-25;2008;encyclopedia entry;955;db/reference/gis/gis2008.html#X08xgo;http://dx.doi.org/10.1007/978-0-387-35973-1_1089;reference/gis/2008
reference/gis/X08yb;Monte Carlo Simulation.;2011-11-25;2008;encyclopedia entry;725;db/reference/gis/gis2008.html#X08yb;http://dx.doi.org/10.1007/978-0-387-35973-1_815;reference/gis/2008
reference/gis/KalogerakiS08;Data Collection, Reliable Real-Time.;2011-11-25;2008;encyclopedia entry;204-209;db/reference/gis/gis2008.html#KalogerakiS08;http://dx.doi.org/10.1007/978-0-387-35973-1_238;reference/gis/2008
reference/gis/X08xtj;WLAN Location Discovery.;2011-11-25;2008;encyclopedia entry;1274;db/reference/gis/gis2008.html#X08xtj;http://dx.doi.org/10.1007/978-0-387-35973-1_1499;reference/gis/2008
reference/gis/X08lf;Event, Periodic.;2011-11-25;2008;encyclopedia entry;291;db/reference/gis/gis2008.html#X08lf;http://dx.doi.org/10.1007/978-0-387-35973-1_382;reference/gis/2008
reference/gis/X08pf;Geospatial Ontology.;2011-11-25;2008;encyclopedia entry;386;db/reference/gis/gis2008.html#X08pf;http://dx.doi.org/10.1007/978-0-387-35973-1_510;reference/gis/2008
reference/gis/X08xey;Property Register.;2011-11-25;2008;encyclopedia entry;918;db/reference/gis/gis2008.html#X08xey;http://dx.doi.org/10.1007/978-0-387-35973-1_1040;reference/gis/2008
reference/gis/X08tk;Java Topology Suite (JTS).;2011-11-25;2008;encyclopedia entry;601;db/reference/gis/gis2008.html#X08tk;http://dx.doi.org/10.1007/978-0-387-35973-1_665;reference/gis/2008
reference/gis/X08at;Ambient Spatial Intelligence.;2011-11-25;2008;encyclopedia entry;19;db/reference/gis/gis2008.html#X08at;http://dx.doi.org/10.1007/978-0-387-35973-1_50;reference/gis/2008
reference/gis/X08va;Location Tracking.;2011-11-25;2008;encyclopedia entry;630;db/reference/gis/gis2008.html#X08va;http://dx.doi.org/10.1007/978-0-387-35973-1_721;reference/gis/2008
reference/gis/X08xrq;Vector (TVP).;2011-11-25;2008;encyclopedia entry;1221;db/reference/gis/gis2008.html#X08xrq;http://dx.doi.org/10.1007/978-0-387-35973-1_1442;reference/gis/2008
reference/gis/X08kf;Entity Integration.;2011-11-25;2008;encyclopedia entry;274;db/reference/gis/gis2008.html#X08kf;http://dx.doi.org/10.1007/978-0-387-35973-1_352;reference/gis/2008
reference/gis/BrodeurB08;Application Schema.;2011-11-25;2008;encyclopedia entry;20-21;db/reference/gis/gis2008.html#BrodeurB08;http://dx.doi.org/10.1007/978-0-387-35973-1_63;reference/gis/2008
reference/gis/X08rk;Imagery Conflation.;2011-11-25;2008;encyclopedia entry;480;db/reference/gis/gis2008.html#X08rk;http://dx.doi.org/10.1007/978-0-387-35973-1_590;reference/gis/2008
reference/gis/Revesz08b;MLPQ Spatial Constraint Database System.;2011-11-25;2008;encyclopedia entry;661-662;db/reference/gis/gis2008.html#Revesz08b;http://dx.doi.org/10.1007/978-0-387-35973-1_790;reference/gis/2008
reference/gis/RamakrishnanB08;Gaussian Process Models in Spatial Data Mining.;2011-11-25;2008;encyclopedia entry;325-329;db/reference/gis/gis2008.html#RamakrishnanB08;http://dx.doi.org/10.1007/978-0-387-35973-1_440;reference/gis/2008
reference/gis/X08xrt;Vector Models.;2011-11-25;2008;encyclopedia entry;1221;db/reference/gis/gis2008.html#X08xrt;http://dx.doi.org/10.1007/978-0-387-35973-1_1441;reference/gis/2008
reference/gis/X08um;Linearization.;2011-11-25;2008;encyclopedia entry;615;db/reference/gis/gis2008.html#X08um;http://dx.doi.org/10.1007/978-0-387-35973-1_697;reference/gis/2008
reference/gis/X08eg;Collocation, Spatio-temporal.;2011-11-25;2008;encyclopedia entry;112;db/reference/gis/gis2008.html#X08eg;http://dx.doi.org/10.1007/978-0-387-35973-1_157;reference/gis/2008
reference/gis/X08dz;Co-Registration.;2011-11-25;2008;encyclopedia entry;176;db/reference/gis/gis2008.html#X08dz;http://dx.doi.org/10.1007/978-0-387-35973-1_217;reference/gis/2008
reference/gis/X08aq;All-K-Nearest Neighbors.;2011-11-25;2008;encyclopedia entry;19;db/reference/gis/gis2008.html#X08aq;http://dx.doi.org/10.1007/978-0-387-35973-1_47;reference/gis/2008
reference/gis/Vosselman08;Laser Scanning.;2011-11-25;2008;encyclopedia entry;609-612;db/reference/gis/gis2008.html#Vosselman08;http://dx.doi.org/10.1007/978-0-387-35973-1_685;reference/gis/2008
reference/gis/Maguire08;ArcGIS: General Purpose GIS Software System.;2011-11-25;2008;encyclopedia entry;25-31;db/reference/gis/gis2008.html#Maguire08;http://dx.doi.org/10.1007/978-0-387-35973-1_68;reference/gis/2008
reference/gis/X08jb;Distributed Localization.;2011-11-25;2008;encyclopedia entry;254;db/reference/gis/gis2008.html#X08jb;http://dx.doi.org/10.1007/978-0-387-35973-1_319;reference/gis/2008
reference/gis/X08ls;Extended Node Tree.;2011-11-25;2008;encyclopedia entry;307;db/reference/gis/gis2008.html#X08ls;http://dx.doi.org/10.1007/978-0-387-35973-1_398;reference/gis/2008
reference/gis/X08wo;Mash-Ups.;2011-11-25;2008;encyclopedia entry;637;db/reference/gis/gis2008.html#X08wo;http://dx.doi.org/10.1007/978-0-387-35973-1_759;reference/gis/2008
reference/gis/X08wb;Map Quality.;2011-11-25;2008;encyclopedia entry;632;db/reference/gis/gis2008.html#X08wb;http://dx.doi.org/10.1007/978-0-387-35973-1_745;reference/gis/2008
reference/gis/X08ev;Concurrency Control Protocols.;2011-11-25;2008;encyclopedia entry;128;db/reference/gis/gis2008.html#X08ev;http://dx.doi.org/10.1007/978-0-387-35973-1_177;reference/gis/2008
reference/gis/X08xpr;Technological Inflection Points in GIS and CAD Development.;2011-11-25;2008;encyclopedia entry;1147;db/reference/gis/gis2008.html#X08xpr;http://dx.doi.org/10.1007/978-0-387-35973-1_1370;reference/gis/2008
reference/gis/X08xeb;Postgres.;2011-11-25;2008;encyclopedia entry;898;db/reference/gis/gis2008.html#X08xeb;http://dx.doi.org/10.1007/978-0-387-35973-1_1013;reference/gis/2008
reference/gis/Hoel08;Data Models in Commercial GIS Systems.;2011-11-25;2008;encyclopedia entry;215-219;db/reference/gis/gis2008.html#Hoel08;http://dx.doi.org/10.1007/978-0-387-35973-1_247;reference/gis/2008
reference/gis/X08xtb;Web Technologies.;2011-11-25;2008;encyclopedia entry;1273;db/reference/gis/gis2008.html#X08xtb;http://dx.doi.org/10.1007/978-0-387-35973-1_1491;reference/gis/2008
reference/gis/X08af;Adaptive Visualization.;2011-11-25;2008;encyclopedia entry;11;db/reference/gis/gis2008.html#X08af;http://dx.doi.org/10.1007/978-0-387-35973-1_35;reference/gis/2008
reference/gis/X08xkt;Simultaneous Spatial Operations.;2011-11-25;2008;encyclopedia entry;1056;db/reference/gis/gis2008.html#X08xkt;http://dx.doi.org/10.1007/978-0-387-35973-1_1218;reference/gis/2008
reference/gis/Salmenkivi08b;Frequent Pattern.;2011-11-25;2008;encyclopedia entry;323;db/reference/gis/gis2008.html#Salmenkivi08b;http://dx.doi.org/10.1007/978-0-387-35973-1_434;reference/gis/2008
reference/gis/X08xfn;Qualitative Spatial Representations.;2011-11-25;2008;encyclopedia entry;935;db/reference/gis/gis2008.html#X08xfn;http://dx.doi.org/10.1007/978-0-387-35973-1_1059;reference/gis/2008
reference/gis/X08oq;Geometric Fidelity.;2011-11-25;2008;encyclopedia entry;368;db/reference/gis/gis2008.html#X08oq;http://dx.doi.org/10.1007/978-0-387-35973-1_488;reference/gis/2008
reference/gis/X08dp;Closest Point Query.;2011-11-25;2008;encyclopedia entry;97;db/reference/gis/gis2008.html#X08dp;http://dx.doi.org/10.1007/978-0-387-35973-1_138;reference/gis/2008
reference/gis/X08pe;Geospatial Metadata.;2011-11-25;2008;encyclopedia entry;386;db/reference/gis/gis2008.html#X08pe;http://dx.doi.org/10.1007/978-0-387-35973-1_509;reference/gis/2008
reference/gis/X08xke;Services, Location-Based.;2011-11-25;2008;encyclopedia entry;1055;db/reference/gis/gis2008.html#X08xke;http://dx.doi.org/10.1007/978-0-387-35973-1_1203;reference/gis/2008
reference/gis/X08np;Geo-Role-Based Access Control.;2011-11-25;2008;encyclopedia entry;368;db/reference/gis/gis2008.html#X08np;http://dx.doi.org/10.1007/978-0-387-35973-1_495;reference/gis/2008
reference/gis/Lim08;Raster Data.;2011-11-25;2008;encyclopedia entry;949-955;db/reference/gis/gis2008.html#Lim08;http://dx.doi.org/10.1007/978-0-387-35973-1_1080;reference/gis/2008
reference/gis/X08xkb;Service-Oriented Architecture Building Blocks.;2011-11-25;2008;encyclopedia entry;1055;db/reference/gis/gis2008.html#X08xkb;http://dx.doi.org/10.1007/978-0-387-35973-1_1200;reference/gis/2008
reference/gis/X08fy;Coregistration.;2011-11-25;2008;encyclopedia entry;176;db/reference/gis/gis2008.html#X08fy;http://dx.doi.org/10.1007/978-0-387-35973-1_216;reference/gis/2008
reference/gis/X08xic;RF Identification.;2011-11-25;2008;encyclopedia entry;967;db/reference/gis/gis2008.html#X08xic;http://dx.doi.org/10.1007/978-0-387-35973-1_1131;reference/gis/2008
reference/gis/X08pg;Geospatial Semantic Interoperability.;2011-11-25;2008;encyclopedia entry;388;db/reference/gis/gis2008.html#X08pg;http://dx.doi.org/10.1007/978-0-387-35973-1_512;reference/gis/2008
reference/gis/X08lp;Exploratory Cartography.;2011-11-25;2008;encyclopedia entry;297;db/reference/gis/gis2008.html#X08lp;http://dx.doi.org/10.1007/978-0-387-35973-1_393;reference/gis/2008
reference/gis/X08tp;Knowledge Based Systems.;2011-11-25;2008;encyclopedia entry;603;db/reference/gis/gis2008.html#X08tp;http://dx.doi.org/10.1007/978-0-387-35973-1_670;reference/gis/2008
reference/gis/X08xeh;Privacy of Location Traces.;2011-11-25;2008;encyclopedia entry;902;db/reference/gis/gis2008.html#X08xeh;http://dx.doi.org/10.1007/978-0-387-35973-1_1019;reference/gis/2008
reference/gis/X08yz;Multilateration.;2011-11-25;2008;encyclopedia entry;759;db/reference/gis/gis2008.html#X08yz;http://dx.doi.org/10.1007/978-0-387-35973-1_846;reference/gis/2008
reference/gis/Srinivasan08a;Spatial Autocorrelation Measures.;2011-11-25;2008;encyclopedia entry;1077;db/reference/gis/gis2008.html#Srinivasan08a;http://dx.doi.org/10.1007/978-0-387-35973-1_1249;reference/gis/2008
reference/gis/X08pu;GIS-Based Hydrology.;2011-11-25;2008;encyclopedia entry;408;db/reference/gis/gis2008.html#X08pu;http://dx.doi.org/10.1007/978-0-387-35973-1_531;reference/gis/2008
reference/gis/LiYZ08;Internet-Based Spatial Information Retrieval.;2011-11-25;2008;encyclopedia entry;596-599;db/reference/gis/gis2008.html#LiYZ08;http://dx.doi.org/10.1007/978-0-387-35973-1_650;reference/gis/2008
reference/gis/X08oi;Geographical Analysis.;2011-11-25;2008;encyclopedia entry;364;db/reference/gis/gis2008.html#X08oi;http://dx.doi.org/10.1007/978-0-387-35973-1_477;reference/gis/2008
reference/gis/X08dw;Co-location Rule Finding.;2011-11-25;2008;encyclopedia entry;111;db/reference/gis/gis2008.html#X08dw;http://dx.doi.org/10.1007/978-0-387-35973-1_155;reference/gis/2008
reference/gis/X08xlm;Spatial Analysis.;2011-11-25;2008;encyclopedia entry;1073;db/reference/gis/gis2008.html#X08xlm;http://dx.doi.org/10.1007/978-0-387-35973-1_1240;reference/gis/2008
reference/gis/X08qt;Hierarchies.;2011-11-25;2008;encyclopedia entry;431;db/reference/gis/gis2008.html#X08qt;http://dx.doi.org/10.1007/978-0-387-35973-1_565;reference/gis/2008
reference/gis/X08xih;rNN.;2011-11-25;2008;encyclopedia entry;967;db/reference/gis/gis2008.html#X08xih;http://dx.doi.org/10.1007/978-0-387-35973-1_1136;reference/gis/2008
reference/gis/X08xak;Object Schema.;2011-11-25;2008;encyclopedia entry;793;db/reference/gis/gis2008.html#X08xak;http://dx.doi.org/10.1007/978-0-387-35973-1_893;reference/gis/2008
reference/gis/X08xgr;Reasoning, Spatio-temporal.;2011-11-25;2008;encyclopedia entry;955;db/reference/gis/gis2008.html#X08xgr;http://dx.doi.org/10.1007/978-0-387-35973-1_1091;reference/gis/2008
reference/gis/X08de;Central Perspective.;2011-11-25;2008;encyclopedia entry;77;db/reference/gis/gis2008.html#X08de;http://dx.doi.org/10.1007/978-0-387-35973-1_123;reference/gis/2008
reference/gis/X08xqg;Timestamps.;2011-11-25;2008;encyclopedia entry;1156;db/reference/gis/gis2008.html#X08xqg;http://dx.doi.org/10.1007/978-0-387-35973-1_1388;reference/gis/2008
reference/gis/X08xa;MDE.;2011-11-25;2008;encyclopedia entry;652;db/reference/gis/gis2008.html#X08xa;http://dx.doi.org/10.1007/978-0-387-35973-1_773;reference/gis/2008
reference/gis/X08xgm;RCC.;2011-11-25;2008;encyclopedia entry;955;db/reference/gis/gis2008.html#X08xgm;http://dx.doi.org/10.1007/978-0-387-35973-1_1086;reference/gis/2008
reference/gis/Keenan08;Market and Infrastructure for Spatial Data.;2011-11-25;2008;encyclopedia entry;634-637;db/reference/gis/gis2008.html#Keenan08;http://dx.doi.org/10.1007/978-0-387-35973-1_755;reference/gis/2008
reference/gis/X08xr;Mobile Usage.;2011-11-25;2008;encyclopedia entry;677;db/reference/gis/gis2008.html#X08xr;http://dx.doi.org/10.1007/978-0-387-35973-1_798;reference/gis/2008
reference/gis/X08kt;Estimation Predication.;2011-11-25;2008;encyclopedia entry;291;db/reference/gis/gis2008.html#X08kt;http://dx.doi.org/10.1007/978-0-387-35973-1_372;reference/gis/2008
reference/gis/X08uq;Local Moran's I.;2011-11-25;2008;encyclopedia entry;615;db/reference/gis/gis2008.html#X08uq;http://dx.doi.org/10.1007/978-0-387-35973-1_702;reference/gis/2008
reference/gis/X08ri;Image Station.;2011-11-25;2008;encyclopedia entry;480;db/reference/gis/gis2008.html#X08ri;http://dx.doi.org/10.1007/978-0-387-35973-1_588;reference/gis/2008
reference/gis/X08xor;SQL, Spatial.;2011-11-25;2008;encyclopedia entry;1128;db/reference/gis/gis2008.html#X08xor;http://dx.doi.org/10.1007/978-0-387-35973-1_1341;reference/gis/2008
reference/gis/X08xgy;Reference, Symbolic.;2011-11-25;2008;encyclopedia entry;955;db/reference/gis/gis2008.html#X08xgy;http://dx.doi.org/10.1007/978-0-387-35973-1_1096;reference/gis/2008
reference/gis/X08xjr;Semantic Geospatial Web.;2011-11-25;2008;encyclopedia entry;1042;db/reference/gis/gis2008.html#X08xjr;http://dx.doi.org/10.1007/978-0-387-35973-1_1186;reference/gis/2008
reference/gis/X08ds;Co-location.;2011-11-25;2008;encyclopedia entry;97;db/reference/gis/gis2008.html#X08ds;http://dx.doi.org/10.1007/978-0-387-35973-1_146;reference/gis/2008
reference/gis/X08xja;Schema.;2011-11-25;2008;encyclopedia entry;1027;db/reference/gis/gis2008.html#X08xja;http://dx.doi.org/10.1007/978-0-387-35973-1_1166;reference/gis/2008
reference/gis/X08nh;Geary's Index.;2011-11-25;2008;encyclopedia entry;330;db/reference/gis/gis2008.html#X08nh;http://dx.doi.org/10.1007/978-0-387-35973-1_447;reference/gis/2008
reference/gis/X08xnp;Spatial Weighting Matrix.;2011-11-25;2008;encyclopedia entry;1113;db/reference/gis/gis2008.html#X08xnp;http://dx.doi.org/10.1007/978-0-387-35973-1_1306;reference/gis/2008
reference/gis/X08mk;First-Order Logic with Constraints Queries.;2011-11-25;2008;encyclopedia entry;321;db/reference/gis/gis2008.html#X08mk;http://dx.doi.org/10.1007/978-0-387-35973-1_421;reference/gis/2008
reference/gis/X08ic;Digital Image Processing.;2011-11-25;2008;encyclopedia entry;240;db/reference/gis/gis2008.html#X08ic;http://dx.doi.org/10.1007/978-0-387-35973-1_290;reference/gis/2008
reference/gis/ChenDWB08;Grid, Geospatial.;2011-11-25;2008;encyclopedia entry;419-424;db/reference/gis/gis2008.html#ChenDWB08;http://dx.doi.org/10.1007/978-0-387-35973-1_552;reference/gis/2008
reference/gis/KeimBBK08;Indexing, X-Tree.;2011-11-25;2008;encyclopedia entry;543-547;db/reference/gis/gis2008.html#KeimBBK08;http://dx.doi.org/10.1007/978-0-387-35973-1_620;reference/gis/2008
reference/gis/X08fo;Contingency Management System.;2011-11-25;2008;encyclopedia entry;160;db/reference/gis/gis2008.html#X08fo;http://dx.doi.org/10.1007/978-0-387-35973-1_202;reference/gis/2008
reference/gis/X08up;Local Indicators of Spatial Association Statistics.;2011-11-25;2008;encyclopedia entry;615;db/reference/gis/gis2008.html#X08up;http://dx.doi.org/10.1007/978-0-387-35973-1_701;reference/gis/2008
reference/gis/X08ob;Geographic Markup Language.;2011-11-25;2008;encyclopedia entry;363;db/reference/gis/gis2008.html#X08ob;http://dx.doi.org/10.1007/978-0-387-35973-1_470;reference/gis/2008
reference/gis/X08nw;Geographic Information.;2011-11-25;2008;encyclopedia entry;362;db/reference/gis/gis2008.html#X08nw;http://dx.doi.org/10.1007/978-0-387-35973-1_464;reference/gis/2008
reference/gis/X08xfl;Qualitative Similarity.;2011-11-25;2008;encyclopedia entry;934;db/reference/gis/gis2008.html#X08xfl;http://dx.doi.org/10.1007/978-0-387-35973-1_1057;reference/gis/2008
reference/gis/X08jv;Electronic Identification.;2011-11-25;2008;encyclopedia entry;261;db/reference/gis/gis2008.html#X08jv;http://dx.doi.org/10.1007/978-0-387-35973-1_339;reference/gis/2008
reference/gis/X08xcq;Peano Curve.;2011-11-25;2008;encyclopedia entry;854;db/reference/gis/gis2008.html#X08xcq;http://dx.doi.org/10.1007/978-0-387-35973-1_967;reference/gis/2008
reference/gis/X08gt;Data Representations.;2011-11-25;2008;encyclopedia entry;220;db/reference/gis/gis2008.html#X08gt;http://dx.doi.org/10.1007/978-0-387-35973-1_249;reference/gis/2008
reference/gis/X08cr;Bundle Adjustment.;2011-11-25;2008;encyclopedia entry;63;db/reference/gis/gis2008.html#X08cr;http://dx.doi.org/10.1007/978-0-387-35973-1_108;reference/gis/2008
reference/gis/X08rb;Identity Aware LBS.;2011-11-25;2008;encyclopedia entry;469;db/reference/gis/gis2008.html#X08rb;http://dx.doi.org/10.1007/978-0-387-35973-1_578;reference/gis/2008
reference/gis/X08kw;Euclidean Distance.;2011-11-25;2008;encyclopedia entry;291;db/reference/gis/gis2008.html#X08kw;http://dx.doi.org/10.1007/978-0-387-35973-1_373;reference/gis/2008
reference/gis/X08xbx;Ortho-Mosaic.;2011-11-25;2008;encyclopedia entry;832;db/reference/gis/gis2008.html#X08xbx;http://dx.doi.org/10.1007/978-0-387-35973-1_942;reference/gis/2008
reference/gis/X08xbg;Open Standards.;2011-11-25;2008;encyclopedia entry;816;db/reference/gis/gis2008.html#X08xbg;http://dx.doi.org/10.1007/978-0-387-35973-1_922;reference/gis/2008
reference/gis/X08xsx;Web Map Service.;2011-11-25;2008;encyclopedia entry;1261;db/reference/gis/gis2008.html#X08xsx;http://dx.doi.org/10.1007/978-0-387-35973-1_1484;reference/gis/2008
reference/gis/X08b;3D Models.;2011-11-25;2008;encyclopedia entry;1;db/reference/gis/gis2008.html#X08b;http://dx.doi.org/10.1007/978-0-387-35973-1_3;reference/gis/2008
reference/gis/X08xbk;Operator, Spatial.;2011-11-25;2008;encyclopedia entry;820;db/reference/gis/gis2008.html#X08xbk;http://dx.doi.org/10.1007/978-0-387-35973-1_927;reference/gis/2008
reference/gis/CaronCLHRS08;Indoor Positioning.;2011-11-25;2008;encyclopedia entry;553-559;db/reference/gis/gis2008.html#CaronCLHRS08;http://dx.doi.org/10.1007/978-0-387-35973-1_626;reference/gis/2008
reference/gis/X08xcu;Peer-Tree (Spatial Index).;2011-11-25;2008;encyclopedia entry;854;db/reference/gis/gis2008.html#X08xcu;http://dx.doi.org/10.1007/978-0-387-35973-1_971;reference/gis/2008
reference/gis/X08tf;ISO/IEC.;2011-11-25;2008;encyclopedia entry;600;db/reference/gis/gis2008.html#X08tf;http://dx.doi.org/10.1007/978-0-387-35973-1_660;reference/gis/2008
reference/gis/Chen08a;Spatio-temporal Query Languages.;2011-11-25;2008;encyclopedia entry;1125-1128;db/reference/gis/gis2008.html#Chen08a;http://dx.doi.org/10.1007/978-0-387-35973-1_1332;reference/gis/2008
