incollection_dblp100
;mdate;key;publtype;author;title;year;booktitle;ee;crossref;url;__len;author1;author2;author3;pages;author4;author5;author6;author7;author8
2946;2011-11-25;reference/opt/Pflug09;encyclopedia entry;Georg Ch. Pflug;Derivatives of Markov Processes and Their Simulation.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_118;reference/opt/2009;db/reference/opt/opt2009.html#Pflug09;16835;;;;655-658;;;;;
2947;2011-11-25;reference/opt/ZamoraG09;encyclopedia entry;Juan M. Zamora;Global Optimization of Heat Exchanger Networks.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_235;reference/opt/2009;db/reference/opt/opt2009.html#ZamoraG09;16835;Ignacio E. Grossmann;;;1337-1342;;;;;
2948;2011-11-25;reference/opt/HansenM09;encyclopedia entry;Pierre Hansen;Variable Neighborhood Search Methods.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_694;reference/opt/2009;db/reference/opt/opt2009.html#HansenM09;16835;Nenad Mladenovic;;;3975-3989;;;;;
2949;2011-11-25;reference/opt/GounarisWF09;encyclopedia entry;Chrysanthos E. Gounaris;Shape Selective Zeolite Separation and Catalysis: Optimization Methods.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_603;reference/opt/2009;db/reference/opt/opt2009.html#GounarisWF09;16835;James Wei;Christodoulos A. Floudas;;3500-3505;;;;;
2950;2011-11-25;reference/opt/EvstigneevF09;encyclopedia entry;Igor V. Evstigneev;Stochastic Programming: Nonanticipativity and Lagrange Multipliers.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_658;reference/opt/2009;db/reference/opt/opt2009.html#EvstigneevF09;16835;Sjur Didrik Flåm;;;3783-3789;;;;;
2951;2011-11-25;reference/opt/Kostreva09;encyclopedia entry;Michael M. Kostreva;Generalized Nonlinear Complementarity Problem.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_210;reference/opt/2009;db/reference/opt/opt2009.html#Kostreva09;16835;;;;1214-1215;;;;;
2952;2011-11-25;reference/opt/Shalloway09;encyclopedia entry;David Shalloway;Packet Annealing.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_497;reference/opt/2009;db/reference/opt/opt2009.html#Shalloway09;16835;;;;2897-2900;;;;;
2953;2011-11-25;reference/opt/EspositoF09;encyclopedia entry;William R. Esposito;Entropy Optimization: Parameter Estimation.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_160;reference/opt/2009;db/reference/opt/opt2009.html#EspositoF09;16835;Christodoulos A. Floudas;;;912-916;;;;;
2954;2011-11-25;reference/opt/BischofH09;encyclopedia entry;Christian H. Bischof;Automatic Differentiation: Parallel Computation.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_27;reference/opt/2009;db/reference/opt/opt2009.html#BischofH09;16835;Paul D. Hovland;;;159-165;;;;;
2955;2011-11-25;reference/opt/Zabinsky09a;encyclopedia entry;Zelda B. Zabinsky;Optimal Design of Composite Structures.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_469;reference/opt/2009;db/reference/opt/opt2009.html#Zabinsky09a;16835;;;;2718-2725;;;;;
2956;2011-11-25;reference/opt/KaplanT09;encyclopedia entry;Alexander Kaplan;Ill-posed Variational Problems.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_273;reference/opt/2009;db/reference/opt/opt2009.html#KaplanT09;16835;Rainer Tichatschke;;;1556-1561;;;;;
2957;2011-11-25;reference/opt/Fiacco09;encyclopedia entry;Anthony V. Fiacco;Sensitivity and Stability in NLP.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_593;reference/opt/2009;db/reference/opt/opt2009.html#Fiacco09;16835;;;;3450-3454;;;;;
2958;2011-11-25;reference/opt/Ye09;encyclopedia entry;Yinyu Ye;Potential Reduction Methods for Linear Programming.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_515;reference/opt/2009;db/reference/opt/opt2009.html#Ye09;16835;;;;3008-3012;;;;;
2959;2011-11-25;reference/opt/Roos09b;encyclopedia entry;Kees Roos;Tucker Homogeneous Systems of Linear Relations.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_688;reference/opt/2009;db/reference/opt/opt2009.html#Roos09b;16835;;;;3944-3948;;;;;
2960;2011-11-25;reference/opt/Murli09;encyclopedia entry;Almerico Murli;Optimization Software.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_487;reference/opt/2009;db/reference/opt/opt2009.html#Murli09;16835;;;;2844-2847;;;;;
2961;2011-11-25;reference/opt/Lucia09c;encyclopedia entry;Angelo Lucia;Successive Quadratic Programming: Applications in Distillation Systems.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_672;reference/opt/2009;db/reference/opt/opt2009.html#Lucia09c;16835;;;;3846-3853;;;;;
2962;2011-11-25;reference/opt/Leopold-WildburgerBK09;encyclopedia entry;Ulrike Leopold-Wildburger;Forecasting.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_186;reference/opt/2009;db/reference/opt/opt2009.html#Leopold-WildburgerBK09;16835;Otwin Becker;Martin Kuehrer;;1068-1074;;;;;
2963;2011-11-25;reference/opt/Sivazlian09;encyclopedia entry;B. D. Sivazlian;Operations Research.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_465;reference/opt/2009;db/reference/opt/opt2009.html#Sivazlian09;16835;;;;2694-2696;;;;;
2964;2011-11-25;reference/opt/Hansmann09;encyclopedia entry;Ulrich H. E. Hansmann;Protein Folding: Generalized-Ensemble Algorithms.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_529;reference/opt/2009;db/reference/opt/opt2009.html#Hansmann09;16835;;;;3098-3100;;;;;
2965;2011-11-25;reference/opt/Anstreicher09a;encyclopedia entry;Kurt M. Anstreicher;Linear Programming: Karmarkar Projective Algorithm.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_338;reference/opt/2009;db/reference/opt/opt2009.html#Anstreicher09a;16835;;;;1889-1891;;;;;
2966;2011-11-25;reference/opt/Lawphongpanich09b;encyclopedia entry;Siriphong Lawphongpanich;Simplicial Decomposition.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_614;reference/opt/2009;db/reference/opt/opt2009.html#Lawphongpanich09b;16835;;;;3575-3579;;;;;
2967;2011-11-25;reference/opt/Voss09a;encyclopedia entry;Stefan Voß;Metaheuristics.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_367;reference/opt/2009;db/reference/opt/opt2009.html#Voss09a;16835;;;;2061-2075;;;;;
2968;2011-11-25;reference/opt/Zilinskas09;encyclopedia entry;Antanas Zilinskas;Global Optimization Based on Statistical Models.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_226;reference/opt/2009;db/reference/opt/opt2009.html#Zilinskas09;16835;;;;1291-1294;;;;;
2969;2011-11-25;reference/opt/ZopounidisD09;encyclopedia entry;Constantin Zopounidis;Credit Rating and Optimization Methods.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_102;reference/opt/2009;db/reference/opt/opt2009.html#ZopounidisD09;16835;Michael Doumpos;;;578-584;;;;;
2970;2011-11-25;reference/opt/Gutin09a;encyclopedia entry;Gregory Gutin;Traveling Salesman Problem.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_687;reference/opt/2009;db/reference/opt/opt2009.html#Gutin09a;16835;;;;3935-3944;;;;;
2971;2011-11-25;reference/opt/Borgwardt09;encyclopedia entry;Karl Heinz Borgwardt;Probabilistic Analysis of Simplex Algorithms.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_525;reference/opt/2009;db/reference/opt/opt2009.html#Borgwardt09;16835;;;;3073-3084;;;;;
2972;2011-11-25;reference/opt/Yajima09a;encyclopedia entry;Yasutoshi Yajima;Quadratic Knapsack.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_537;reference/opt/2009;db/reference/opt/opt2009.html#Yajima09a;16835;;;;3159-3161;;;;;
2973;2011-11-25;reference/opt/Moore09a;encyclopedia entry;Ramon E. Moore;Interval Analysis: Systems of Nonlinear Equations.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_301;reference/opt/2009;db/reference/opt/opt2009.html#Moore09a;16835;;;;1721-1727;;;;;
2974;2011-11-25;reference/opt/MonnigmannM09;encyclopedia entry;Martin Mönnigmann;Robust Design of Dynamic Systems by Constructive Nonlinear Dynamics.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_567;reference/opt/2009;db/reference/opt/opt2009.html#MonnigmannM09;16835;Wolfgang Marquardt;;;3307-3314;;;;;
2975;2011-11-25;reference/opt/CifarelliGP09;encyclopedia entry;Claudio Cifarelli;Complementarity Algorithms in Pattern Recognition.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_75;reference/opt/2009;db/reference/opt/opt2009.html#CifarelliGP09;16835;Laura Di Giacomo;Giacomo Patrizi;;405-413;;;;;
2976;2011-11-25;reference/opt/Klatte09a;encyclopedia entry;Diethard Klatte;Second Order Constraint Qualifications.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_575;reference/opt/2009;db/reference/opt/opt2009.html#Klatte09a;16835;;;;3357-3361;;;;;
2977;2011-11-25;reference/opt/Busygin09;encyclopedia entry;Stanislav Busygin;Copositive Programming.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_100;reference/opt/2009;db/reference/opt/opt2009.html#Busygin09;16835;;;;564-567;;;;;
2978;2011-11-25;reference/opt/Yajima09;encyclopedia entry;Yasutoshi Yajima;Convex Envelopes in Optimization Problems.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_95;reference/opt/2009;db/reference/opt/opt2009.html#Yajima09;16835;;;;550-551;;;;;
2979;2011-11-25;reference/opt/SmithS09;encyclopedia entry;Alexander Barton Smith;Optimization Techniques for Phase Retrieval Based on Single-Crystal X-Ray Diffraction Data.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_489;reference/opt/2009;db/reference/opt/opt2009.html#SmithS09;16835;Nikolaos V. Sahinidis;;;2858-2863;;;;;
2980;2011-11-25;reference/opt/Pinar09;encyclopedia entry;Mustafa Ç. Pinar;Overdetermined Systems of Linear Equations.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_496;reference/opt/2009;db/reference/opt/opt2009.html#Pinar09;16835;;;;2893-2896;;;;;
2981;2011-11-25;reference/opt/Olson09;encyclopedia entry;David L. Olson;Data Mining.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_108;reference/opt/2009;db/reference/opt/opt2009.html#Olson09;16835;;;;600-607;;;;;
2982;2011-11-25;reference/opt/Escudero09;encyclopedia entry;Laureano F. Escudero;Optimization in Water Resources.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_490;reference/opt/2009;db/reference/opt/opt2009.html#Escudero09;16835;;;;2863-2869;;;;;
2983;2011-11-25;reference/opt/Rubin09;encyclopedia entry;Paul A. Rubin;Linear Programming Models for Classification.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_340;reference/opt/2009;db/reference/opt/opt2009.html#Rubin09;16835;;;;1897-1901;;;;;
2984;2011-11-25;reference/opt/Lucia09a;encyclopedia entry;Angelo Lucia;Multi-Scale Global Optimization Using Terrain/Funneling Methods.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_434;reference/opt/2009;db/reference/opt/opt2009.html#Lucia09a;16835;;;;2520-2527;;;;;
2985;2011-11-25;reference/opt/ChardaireL09;encyclopedia entry;Pierre Chardaire;Nonoriented Multicommodity Flow Problems.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_457;reference/opt/2009;db/reference/opt/opt2009.html#ChardaireL09;16835;Abdel Lisser;;;2647-2651;;;;;
2986;2011-11-25;reference/opt/FungF09;encyclopedia entry;Ho Ki Fung;De Novo Protein Design Using Flexible Templates.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_115;reference/opt/2009;db/reference/opt/opt2009.html#FungF09;16835;Christodoulos A. Floudas;;;638-643;;;;;
2987;2011-11-25;reference/opt/Tits09;encyclopedia entry;André L. Tits;Feasible Sequential Quadratic Programming.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_177;reference/opt/2009;db/reference/opt/opt2009.html#Tits09;16835;;;;1001-1005;;;;;
2988;2011-11-25;reference/opt/Stavroulakis09;encyclopedia entry;Georgios E. Stavroulakis;Quasidifferentiable Optimization.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_541;reference/opt/2009;db/reference/opt/opt2009.html#Stavroulakis09;16835;;;;3171-3175;;;;;
2989;2011-11-25;reference/opt/CommanderRY09;encyclopedia entry;Clayton W. Commander;Semidefinite Programming and the Sensor Network Localization Problem, SNLP.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_581;reference/opt/2009;db/reference/opt/opt2009.html#CommanderRY09;16835;Michelle A. Ragle;Yinyu Ye;;3384-3390;;;;;
2990;2011-11-25;reference/opt/Dunn09;encyclopedia entry;Joseph C. Dunn;Dynamic Programming and Newton's Method in Unconstrained Optimal Control.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_150;reference/opt/2009;db/reference/opt/opt2009.html#Dunn09;16835;;;;856-862;;;;;
2991;2011-11-25;reference/opt/Kobler09;encyclopedia entry;Daniel Kobler;Evolutionary Algorithms in Combinatorial Optimization.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_167;reference/opt/2009;db/reference/opt/opt2009.html#Kobler09;16835;;;;950-959;;;;;
2992;2011-11-25;reference/opt/Dixon09a;encyclopedia entry;Laurence C. Dixon;Automatic Differentiation: Calculation of the Hessian.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_23;reference/opt/2009;db/reference/opt/opt2009.html#Dixon09a;16835;;;;133-137;;;;;
2993;2011-11-25;reference/opt/Bomze09b;encyclopedia entry;Immanuel M. Bomze;Standard Quadratic Optimization Problems: Applications.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_636;reference/opt/2009;db/reference/opt/opt2009.html#Bomze09b;16835;;;;3690-3692;;;;;
2994;2011-11-25;reference/opt/Gehrlein09;encyclopedia entry;William V. Gehrlein;Statistical Classification: Optimization Approaches.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_642;reference/opt/2009;db/reference/opt/opt2009.html#Gehrlein09;16835;;;;3711-3713;;;;;
2995;2011-11-25;reference/opt/Isac09;encyclopedia entry;George Isac;Equivalence Between Nonlinear Complementarity Problem and Fixed Point Problem.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_164;reference/opt/2009;db/reference/opt/opt2009.html#Isac09;16835;;;;927-931;;;;;
2996;2011-11-25;reference/opt/KundakciogluA09;encyclopedia entry;O. Erhun Kundakcioglu;Generalized Assignment Problem.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_200;reference/opt/2009;db/reference/opt/opt2009.html#KundakciogluA09;16835;Saed Alizamir;;;1153-1162;;;;;
2997;2011-11-25;reference/opt/AdjimanF09;encyclopedia entry;Claire S. Adjiman;MINLP: Global Optimization with alphaBB.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_381;reference/opt/2009;db/reference/opt/opt2009.html#AdjimanF09;16835;Christodoulos A. Floudas;;;2155-2163;;;;;
2998;2011-11-25;reference/opt/Nagurney09;encyclopedia entry;Anna Nagurney;Dynamic Traffic Networks.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_154;reference/opt/2009;db/reference/opt/opt2009.html#Nagurney09;16835;;;;876-883;;;;;
2999;2011-11-25;reference/opt/Tuy09;encyclopedia entry;Hoang Tuy;Cutting Plane Methods for Global Optimization.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_104;reference/opt/2009;db/reference/opt/opt2009.html#Tuy09;16835;;;;590-594;;;;;
3000;2011-11-25;reference/opt/FanC09;encyclopedia entry;Ya-Ju Fan;Deterministic and Probabilistic Optimization Models for Data Classification.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_124;reference/opt/2009;db/reference/opt/opt2009.html#FanC09;16835;Wanpracha Art Chaovalitwongse;;;694-702;;;;;
3001;2011-11-25;reference/opt/StillW09a;encyclopedia entry;Claus Still;Sequential Cutting Plane Algorithm.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_596;reference/opt/2009;db/reference/opt/opt2009.html#StillW09a;16835;Tapio Westerlund;;;3471-3476;;;;;
3002;2011-11-25;reference/opt/Festa09c;encyclopedia entry;Paola Festa;Shortest Path Tree Algorithms.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_605;reference/opt/2009;db/reference/opt/opt2009.html#Festa09c;16835;;;;3507-3519;;;;;
3003;2011-11-25;reference/opt/Lowe09;encyclopedia entry;Timothy J. Lowe;Network Location: Covering Problems.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_438;reference/opt/2009;db/reference/opt/opt2009.html#Lowe09;16835;;;;2545-2547;;;;;
3004;2011-11-25;reference/opt/DuaP09e;encyclopedia entry;Vivek Dua;Selfdual Parametric Method for Linear Programs.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_578;reference/opt/2009;db/reference/opt/opt2009.html#DuaP09e;16835;Efstratios N. Pistikopoulos;;;3374-3375;;;;;
3005;2011-11-25;reference/opt/Korotkikh09;encyclopedia entry;Victor Korotkikh;Hilbert's Thirteenth Problem.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_267;reference/opt/2009;db/reference/opt/opt2009.html#Korotkikh09;16835;;;;1534-1538;;;;;
3006;2011-11-25;reference/opt/ShiO09;encyclopedia entry;Leyuan Shi;Nested Partitions Optimization.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_436;reference/opt/2009;db/reference/opt/opt2009.html#ShiO09;16835;Sigurdur Ólafsson;;;2533-2539;;;;;
3007;2011-11-25;reference/opt/Rebennack09a;encyclopedia entry;Steffen Rebennack;Stable Set Problem: Branch E Cut Algorithms.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_634;reference/opt/2009;db/reference/opt/opt2009.html#Rebennack09a;16835;;;;3676-3688;;;;;
3008;2011-11-25;reference/opt/Onn09;encyclopedia entry;Shmuel Onn;Convex Discrete Optimization.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_94;reference/opt/2009;db/reference/opt/opt2009.html#Onn09;16835;;;;513-550;;;;;
3009;2011-11-25;reference/opt/Marti09;encyclopedia entry;Kurt Marti;Discretely Distributed Stochastic Programs: Descent Directions and Efficient Points.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_131;reference/opt/2009;db/reference/opt/opt2009.html#Marti09;16835;;;;744-751;;;;;
3010;2011-11-25;reference/opt/Kostreva09a;encyclopedia entry;Michael M. Kostreva;Lemke Method.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_331;reference/opt/2009;db/reference/opt/opt2009.html#Kostreva09a;16835;;;;1868-1870;;;;;
3011;2011-11-25;reference/opt/Zabinsky09;encyclopedia entry;Zelda B. Zabinsky;Global Optimization: Hit and Run Methods.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_236;reference/opt/2009;db/reference/opt/opt2009.html#Zabinsky09;16835;;;;1342-1346;;;;;
3012;2011-11-25;reference/opt/Ermoliev09;encyclopedia entry;Yuri M. Ermoliev;Stochastic Quasigradient Methods.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_662;reference/opt/2009;db/reference/opt/opt2009.html#Ermoliev09;16835;;;;3801-3807;;;;;
3013;2011-11-25;reference/opt/Beasley09;encyclopedia entry;John E. Beasley;Multidimensional Knapsack Problems.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_412;reference/opt/2009;db/reference/opt/opt2009.html#Beasley09;16835;;;;2402-2406;;;;;
3014;2011-11-25;reference/opt/SanchezT09;encyclopedia entry;Salvador Nieto Sánchez;Optimization in Classifying Text Documents.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_480;reference/opt/2009;db/reference/opt/opt2009.html#SanchezT09;16835;Evangelos Triantaphyllou;;;2796-2803;;;;;
3015;2011-11-25;reference/opt/JongenRS09;encyclopedia entry;Hubertus Th. Jongen;Parametric Global Optimization: Sensitivity.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_501;reference/opt/2009;db/reference/opt/opt2009.html#JongenRS09;16835;Jan-J. Rückmann;Oliver Stein;;2912-2917;;;;;
3016;2011-11-25;reference/opt/LeeG09;encyclopedia entry;Eva K. Lee;Algorithms for Genomic Analysis.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_9;reference/opt/2009;db/reference/opt/opt2009.html#LeeG09;16835;Kapil Gupta;;;33-54;;;;;
3017;2011-11-25;reference/opt/Androulakis09f;encyclopedia entry;Ioannis P. Androulakis;Dynamic Programming: Undiscounted Problems.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_153;reference/opt/2009;db/reference/opt/opt2009.html#Androulakis09f;16835;;;;873-876;;;;;
3018;2011-11-25;reference/opt/CambiniM09;encyclopedia entry;Alberto Cambini;Generalized Concavity in Multi-objective Optimization.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_202;reference/opt/2009;db/reference/opt/opt2009.html#CambiniM09;16835;Laura Martein;;;1175-1180;;;;;
3019;2011-11-25;reference/opt/Mohebi09;encyclopedia entry;Hossein Mohebi;Best Approximation in Ordered Normed Linear Spaces.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_34;reference/opt/2009;db/reference/opt/opt2009.html#Mohebi09;16835;;;;202-218;;;;;
3020;2011-11-25;reference/opt/Hurlimann09;encyclopedia entry;Tony Hürlimann;Modeling Languages in Optimization: A New Paradigm.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_399;reference/opt/2009;db/reference/opt/opt2009.html#Hurlimann09;16835;;;;2297-2304;;;;;
3021;2011-11-25;reference/opt/Danninger-Uchida09a;encyclopedia entry;Gabriele E. Danninger-Uchida;Krein-Milman Theorem.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_316;reference/opt/2009;db/reference/opt/opt2009.html#Danninger-Uchida09a;16835;;;;1794;;;;;
3022;2011-11-25;reference/opt/Dye09;encyclopedia entry;Shane Dye;Simple Recourse Problem.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_611;reference/opt/2009;db/reference/opt/opt2009.html#Dye09;16835;;;;3571;;;;;
3023;2011-11-25;reference/opt/Okamoto09;encyclopedia entry;Yuko Okamoto;Monte-Carlo Simulated Annealing in Protein Folding.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_403;reference/opt/2009;db/reference/opt/opt2009.html#Okamoto09;16835;;;;2323-2337;;;;;
3024;2011-11-25;reference/opt/Marinaki09;encyclopedia entry;Magdalene Marinaki;Flow Shop Scheduling Problem.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_185;reference/opt/2009;db/reference/opt/opt2009.html#Marinaki09;16835;;;;1060-1068;;;;;
3025;2011-11-25;reference/opt/ParpasR09c;encyclopedia entry;Panos Parpas;Laplace Method and Applications to Optimization Problems.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_322;reference/opt/2009;db/reference/opt/opt2009.html#ParpasR09c;16835;Berç Rustem;;;1818-1822;;;;;
3026;2011-11-25;reference/opt/Luus09d;encyclopedia entry;Rein Luus;Suboptimal Control.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_670;reference/opt/2009;db/reference/opt/opt2009.html#Luus09d;16835;;;;3836-3839;;;;;
3027;2011-11-25;reference/opt/ShaikF09a;encyclopedia entry;Munawar A. Shaik;Short-Term Scheduling, Resource Constrained: Unified Modeling Frameworks.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_608;reference/opt/2009;db/reference/opt/opt2009.html#ShaikF09a;16835;Christodoulos A. Floudas;;;3547-3560;;;;;
3028;2013-11-28;reference/opt/Krabs09;encyclopedia entry;Werner Krabs;Optimal Control of a Flexible Arm.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_468;reference/opt/2009;db/reference/opt/opt2009.html#Krabs09;16835;;;;2715-2718;;;;;
3029;2011-11-25;reference/opt/LeeM09;encyclopedia entry;Eva K. Lee;Integer Programming: Branch and Bound Methods.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_286;reference/opt/2009;db/reference/opt/opt2009.html#LeeM09;16835;John E. Mitchell;;;1634-1643;;;;;
3030;2011-11-25;reference/opt/CaparE09;encyclopedia entry;Ismail Capar;Continuous Review Inventory Models: (Q, R) Policy.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_91;reference/opt/2009;db/reference/opt/opt2009.html#CaparE09;16835;Burak Eksioglu;;;501-505;;;;;
3031;2011-11-25;reference/opt/Lepp09a;encyclopedia entry;Riho Lepp;Extremum Problems with Probability Functions: Kernel Type Solution Methods.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_170;reference/opt/2009;db/reference/opt/opt2009.html#Lepp09a;16835;;;;969-973;;;;;
3032;2011-11-25;reference/opt/AhmedS09;encyclopedia entry;Shabbir Ahmed;Chemical Process Planning.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_66;reference/opt/2009;db/reference/opt/opt2009.html#AhmedS09;16835;Nikolaos V. Sahinidis;;;369-374;;;;;
3033;2011-11-25;reference/opt/Giacomo09a;encyclopedia entry;Laura Di Giacomo;Mathematical Programming Methods in Supply Chain Management.;2009;Encyclopedia of Optimization;http://dx.doi.org/10.1007/978-0-387-74759-0_354;reference/opt/2009;db/reference/opt/opt2009.html#Giacomo09a;16835;;;;1959-1967;;;;;
