incollection_dblp100
;mdate;key;publtype;author;title;year;booktitle;ee;crossref;url;__len;author1;author2;author3;pages;author4;author5;author6;author7;author8
198;2011-11-25;reference/algo/Fang08;encyclopedia entry;Qizhi Fang;Complexity of Core.;2008;Encyclopedia of Algorithms;http://dx.doi.org/10.1007/978-0-387-30162-4_80;reference/algo/2008;db/reference/algo/algo2008.html#Fang08;16835;;;;;;;;;
199;2011-11-25;reference/algo/Feuerstein08;encyclopedia entry;Esteban Feuerstein;Alternative Performance Measures in Online Algorithms.;2008;Encyclopedia of Algorithms;http://dx.doi.org/10.1007/978-0-387-30162-4_13;reference/algo/2008;db/reference/algo/algo2008.html#Feuerstein08;16835;;;;;;;;;
200;2015-01-18;reference/algo/Johnson15;encyclopedia entry;David S. Johnson;Vector Bin Packing.;2015;Encyclopedia of Algorithms;http://dx.doi.org/10.1007/978-3-642-27848-8_495-1;reference/algo/2015;db/reference/algo/algo2015.html#Johnson15;16835;;;;;;;;;
30;2012-04-24;reference/algo/Hopfner08;;Hagen Höpfner;Topologisches Sortieren - Mit welcher Aufgabe meiner ToDo-Liste fange ich an?;2008;Taschenbuch der Algorithmen;http://dx.doi.org/10.1007/978-3-540-76394-9_5;reference/algo/2008t;db/reference/algo/taschenbuch2008.html#Hopfner08;16835;;;;43-49;;;;;
80;2012-04-24;reference/algo/ClausDP08;;Volker Claus;Partnerschaftsvermittlung.;2008;Taschenbuch der Algorithmen;http://dx.doi.org/10.1007/978-3-540-76394-9_37;reference/algo/2008t;db/reference/algo/taschenbuch2008.html#ClausDP08;16835;Volker Diekert;Holger Petersen;;373-383;;;;;
107;2012-04-24;reference/algo/EigenwilligM08;;Arno Eigenwillig;Multiplikation langer Zahlen (schneller als in der Schule).;2008;Taschenbuch der Algorithmen;http://dx.doi.org/10.1007/978-3-540-76394-9_11;reference/algo/2008t;db/reference/algo/taschenbuch2008.html#EigenwilligM08;16835;Kurt Mehlhorn;;;109-118;;;;;
122;2012-04-24;reference/algo/Schmitz08;;Lothar Schmitz;Zahlen auf Deutsch aussprechen.;2008;Taschenbuch der Algorithmen;http://dx.doi.org/10.1007/978-3-540-76394-9_23;reference/algo/2008t;db/reference/algo/taschenbuch2008.html#Schmitz08;16835;;;;237-244;;;;;
137;2012-04-24;reference/algo/KleinK08;;Rolf Klein;Der Pledge-Algorithmus: Wie man im Dunkeln aus einem Labyrinth entkommt.;2008;Taschenbuch der Algorithmen;http://dx.doi.org/10.1007/978-3-540-76394-9_8;reference/algo/2008t;db/reference/algo/taschenbuch2008.html#KleinK08;16835;Tom Kamphans;;;75-81;;;;;
143;2012-04-24;reference/algo/WagnerGM08;;Dorothea Wagner;Maximale Flüsse - Die ganze Stadt will zum Stadion.;2008;Taschenbuch der Algorithmen;http://dx.doi.org/10.1007/978-3-540-76394-9_36;reference/algo/2008t;db/reference/algo/taschenbuch2008.html#WagnerGM08;16835;Robert Görke;Steffen Mecke;;361-372;;;;;
151;2012-04-24;reference/algo/DomHN08;;Michael Dom;Tiefensuche (Ariadne und Co.).;2008;Taschenbuch der Algorithmen;http://dx.doi.org/10.1007/978-3-540-76394-9_7;reference/algo/2008t;db/reference/algo/taschenbuch2008.html#DomHN08;16835;Falk Hüffner;Rolf Niedermeier;;61-73;;;;;
153;2012-04-24;reference/algo/BehrischCL08;;Michael Behrisch;Die Eulertour.;2008;Taschenbuch der Algorithmen;http://dx.doi.org/10.1007/978-3-540-76394-9_29;reference/algo/2008t;db/reference/algo/taschenbuch2008.html#BehrischCL08;16835;Amin Coja-Oghlan;Peter Liske;;295-301;;;;;
179;2012-04-24;reference/algo/BongartzU08;;Dirk Bongartz;Public-Key-Kryptographie.;2008;Taschenbuch der Algorithmen;http://dx.doi.org/10.1007/978-3-540-76394-9_16;reference/algo/2008t;db/reference/algo/taschenbuch2008.html#BongartzU08;16835;Walter Unger;;;157-169;;;;;
181;2012-04-24;reference/algo/Blomer08;;Johannes Blömer;Teilen von Geheimnissen.;2008;Taschenbuch der Algorithmen;http://dx.doi.org/10.1007/978-3-540-76394-9_17;reference/algo/2008t;db/reference/algo/taschenbuch2008.html#Blomer08;16835;;;;171-180;;;;;
184;2012-04-24;reference/algo/Schlingloff08;;Bernd-Holger Schlingloff;Zyklensuche in Graphen.;2008;Taschenbuch der Algorithmen;http://dx.doi.org/10.1007/978-3-540-76394-9_9;reference/algo/2008t;db/reference/algo/taschenbuch2008.html#Schlingloff08;16835;;;;83-93;;;;;
188;2012-04-24;reference/algo/Tantau08;;Till Tantau;Der One-Time-Pad-Algorithmus: Der einfachste und sicherste Verschlüsselungsalgorithmus.;2008;Taschenbuch der Algorithmen;http://dx.doi.org/10.1007/978-3-540-76394-9_15;reference/algo/2008t;db/reference/algo/taschenbuch2008.html#Tantau08;16835;;;;149-155;;;;;
189;2012-04-24;reference/algo/Sieling08;;Detlef Sieling;Poker per E-Mail.;2008;Taschenbuch der Algorithmen;http://dx.doi.org/10.1007/978-3-540-76394-9_18;reference/algo/2008t;db/reference/algo/taschenbuch2008.html#Sieling08;16835;;;;181-192;;;;;
725;2011-04-19;reference/npe/PopescuC11;;Adrian Popescu;On Kleinrock's Independence Assumption.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_1;reference/npe/2011;db/reference/npe/npe2011.html#PopescuC11;16835;Doru Constantinescu;;;1-13;;;;;
726;2011-04-19;reference/npe/Villen-AltamiranoV11;;Manuel Villén-Altamirano;The Rare Event Simulation Method RESTART: Efficiency Analysis and Guidelines for Its Application.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_22;reference/npe/2011;db/reference/npe/npe2011.html#Villen-AltamiranoV11;16835;José Villén-Altamirano;;;509-547;;;;;
727;2011-04-19;reference/npe/FiedlerIL11;;Markus Fiedler;Measurements and Analysis of Application-Perceived Throughput via Mobile Links.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_3;reference/npe/2011;db/reference/npe/npe2011.html#FiedlerIL11;16835;Lennart Isaksson;Peter Lindberg;;37-69;;;;;
728;2011-04-19;reference/npe/MouchosTK11;;Harry Mouchos;Performance Modelling and Traffic Characterisation of Optical Networks.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_37;reference/npe/2011;db/reference/npe/npe2011.html#MouchosTK11;16835;Athanasios Tsokanos;Demetres D. Kouvatsos;;859-890;;;;;
729;2011-04-19;reference/npe/Remondo11;;David Remondo;Wireless Ad Hoc Networks: An Overview.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_31;reference/npe/2011;db/reference/npe/npe2011.html#Remondo11;16835;;;;746-766;;;;;
730;2011-04-19;reference/npe/MkwawaK11;;Is-Haka Mkwawa;Broadcasting Methods in MANETS: An Overview.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_32;reference/npe/2011;db/reference/npe/npe2011.html#MkwawaK11;16835;Demetres D. Kouvatsos;;;767-783;;;;;
731;2011-04-19;reference/npe/MkwawaKP11;;Is-Haka Mkwawa;Overlay Networks and Graph Theoretic Concepts.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_44;reference/npe/2011;db/reference/npe/npe2011.html#MkwawaKP11;16835;Demetres D. Kouvatsos;Adrian Popescu;;1039-1054;;;;;
732;2011-04-19;reference/npe/AkhlaqAAMCA11;;Monis Akhlaq;Implementation and Evaluation of Network Intrusion Detection Systems.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_42;reference/npe/2011;db/reference/npe/npe2011.html#AkhlaqAAMCA11;16835;Faeiz Alserhani;Irfan Awan;John Mellor;988-1016;Andrea J. Cullen;Abdullah Al-Dhelaan;;;
733;2011-04-19;reference/npe/ShahKMM11;;Neelkamal P. Shah;On the Performance Modelling and Optimisation of DOCSIS HFC Networks.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_29;reference/npe/2011;db/reference/npe/npe2011.html#ShahKMM11;16835;Demetres D. Kouvatsos;Jim Martin;Scott Moser;682-715;;;;;
734;2011-04-19;reference/npe/BelzarenaS11;;Pablo Belzarena;The Search for QoS in Data Networks: A Statistical Approach.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_38;reference/npe/2011;db/reference/npe/npe2011.html#BelzarenaS11;16835;María Simon;;;891-920;;;;;
735;2011-04-19;reference/npe/AtmacaN11;;Tülin Atmaca;Optical Metropolitan Networks: Packet Format, MAC Protocols and Quality of Service.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_35;reference/npe/2011;db/reference/npe/npe2011.html#AtmacaN11;16835;Viet Hung Nguyen;;;808-834;;;;;
736;2011-04-19;reference/npe/IovannaNSZ11;;Paola Iovanna;Multi-timescale Economics-Driven Traffic Management in MPLS Networks.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_6;reference/npe/2011;db/reference/npe/npe2011.html#IovannaNSZ11;16835;Maurizio Naldi;Roberto Sabella;Cristiano Zema;125-140;;;;;
737;2011-04-19;reference/npe/IlieP11;;Dragos Ilie;Unicast QoS Routing in Overlay Networks.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_43;reference/npe/2011;db/reference/npe/npe2011.html#IlieP11;16835;Adrian Popescu;;;1017-1038;;;;;
738;2011-04-19;reference/npe/Sun11;;Zhili Sun;IP Networking and Future Evolution.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_40;reference/npe/2011;db/reference/npe/npe2011.html#Sun11;16835;;;;951-978;;;;;
739;2011-04-19;reference/npe/WangMKZ11;;Lan Wang;Modelling and Analysis of a Dynamic Guard Channel Handover Scheme with Heterogeneous Call Arrival Processes.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_28;reference/npe/2011;db/reference/npe/npe2011.html#WangMKZ11;16835;Geyong Min;Demetres D. Kouvatsos;Xiangxiang Zuo;665-681;;;;;
740;2011-04-19;reference/npe/Balsamo11;;Simonetta Balsamo;Queueing Networks with Blocking: Analysis, Solution Algorithms and Properties.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_11;reference/npe/2011;db/reference/npe/npe2011.html#Balsamo11;16835;;;;233-257;;;;;
741;2011-04-19;reference/npe/WalraevensFB11;;Joris Walraevens;Performance Analysis of Priority Queueing Systems in Discrete Time.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_10;reference/npe/2011;db/reference/npe/npe2011.html#WalraevensFB11;16835;Dieter Fiems;Herwig Bruneel;;203-232;;;;;
742;2011-04-19;reference/npe/Castel-TalebCH11;;Hind Castel-Taleb;Performance of Multicast Packet Aggregation in All Optical Slotted Networks.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_36;reference/npe/2011;db/reference/npe/npe2011.html#Castel-TalebCH11;16835;Mohamad Chaitou;Gérard Hébuterne;;835-858;;;;;
743;2011-04-19;reference/npe/MarkovichK11;;Natalia M. Markovich;Statistical Analysis and Modeling of Peer-to-Peer Multimedia Traffic.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_4;reference/npe/2011;db/reference/npe/npe2011.html#MarkovichK11;16835;Udo R. Krieger;;;70-97;;;;;
744;2011-04-19;reference/npe/FretwellK11;;Rod J. Fretwell;Modelling LRD and SRD Traffic with the Batch Renewal Process: Review of Results and Open Issues.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_7;reference/npe/2011;db/reference/npe/npe2011.html#FretwellK11;16835;Demetres D. Kouvatsos;;;141-173;;;;;
745;2011-04-19;reference/npe/Krieger11;;Udo R. Krieger;An Algebraic Multigrid Solution of Large Hierarchical Markovian Models Arising in Web Information Retrieval.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_23;reference/npe/2011;db/reference/npe/npe2011.html#Krieger11;16835;;;;548-570;;;;;
746;2011-04-19;reference/npe/CzachorskiP11;;Tadeusz Czachórski;Diffusion Approximation as a Modelling Tool.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_20;reference/npe/2011;db/reference/npe/npe2011.html#CzachorskiP11;16835;Ferhan Pekergin;;;447-476;;;;;
747;2011-04-19;reference/npe/Anisimov11;;Vladimir V. Anisimov;Switching Queueing Networks.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_12;reference/npe/2011;db/reference/npe/npe2011.html#Anisimov11;16835;;;;258-283;;;;;
748;2011-04-19;reference/npe/HarrisonT11;;Peter G. Harrison;Product-Form Solution in PEPA via the Reversed Process.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_16;reference/npe/2011;db/reference/npe/npe2011.html#HarrisonT11;16835;Nigel Thomas;;;343-356;;;;;
749;2011-04-19;reference/npe/LiangCS11;;Lei Liang;Characterisation of Internet Traffic in Wireless Networks.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_9;reference/npe/2011;db/reference/npe/npe2011.html#LiangCS11;16835;Yang Chen;Zhili Sun;;191-202;;;;;
750;2011-04-19;reference/npe/KouvatsosA11;;Demetres D. Kouvatsos;Generalised Entropy Maximisation and Queues with Bursty and/or Heavy Tails.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_17;reference/npe/2011;db/reference/npe/npe2011.html#KouvatsosA11;16835;Salam A. Assi;;;357-392;;;;;
751;2011-04-19;reference/npe/LevyAR11;;Hanoch Levy;Principles of Fairness Quantification in Queueing Systems.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_13;reference/npe/2011;db/reference/npe/npe2011.html#LevyAR11;16835;Benjamin Avi-Itzhak;David Raz;;284-300;;;;;
752;2011-04-19;reference/npe/MkwawaKBHGK11;;Is-Haka Mkwawa;Performance Modelling and Evaluation of a Mobility Management Mechanism in IMS-Based Networks.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_25;reference/npe/2011;db/reference/npe/npe2011.html#MkwawaKBHGK11;16835;Demetres D. Kouvatsos;Wolfgang Brandstätter;Gerhard Horak;594-611;Alfons Geier;Christoforos D. Kavadias;;;
753;2011-04-19;reference/npe/VuystWB11;;Stijn De Vuyst;Transform-Domain Analysis of Packet Delay in Network Nodes with QoS-Aware Scheduling.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_39;reference/npe/2011;db/reference/npe/npe2011.html#VuystWB11;16835;Sabine Wittevrongel;Herwig Bruneel;;921-950;;;;;
754;2011-04-19;reference/npe/Pagano11;;Michele Pagano;Large Deviations Theory: Basic Principles and Applications to Communication Networks.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_14;reference/npe/2011;db/reference/npe/npe2011.html#Pagano11;16835;;;;301-330;;;;;
755;2011-04-19;reference/npe/PopescuKRG11;;Adrian Popescu;Content Distribution over IP: Developments and Challenges.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_41;reference/npe/2011;db/reference/npe/npe2011.html#PopescuKRG11;16835;Demetres D. Kouvatsos;David Remondo;Stefano Giordano;979-987;;;;;
756;2011-04-19;reference/npe/Larijani11;;Hadi Larijani;Local Area Networks and Self-similar Traffic.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_8;reference/npe/2011;db/reference/npe/npe2011.html#Larijani11;16835;;;;174-190;;;;;
757;2011-04-19;reference/npe/FerreiraP11;;Fátima Ferreira;Stochastic Ordering of Semi-Markov Processes.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_18;reference/npe/2011;db/reference/npe/npe2011.html#FerreiraP11;16835;António Pacheco;;;393-422;;;;;
758;2011-04-19;reference/npe/ChakkaD11;;Ram Chakka;Some New Markovian Models for Traffic and Performance Evaluation of Telecommunication Networks.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_27;reference/npe/2011;db/reference/npe/npe2011.html#ChakkaD11;16835;Tien Van Do;;;642-664;;;;;
759;2011-04-19;reference/npe/Mitrani11;;Isi Mitrani;Spectral Expansion Solutions for Markov-Modulated Queues.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_19;reference/npe/2011;db/reference/npe/npe2011.html#Mitrani11;16835;;;;423-446;;;;;
760;2011-04-19;reference/npe/DhaouGTBB11;;Riadh Dhaou;Cross Layer Simulation: Application to Performance Modelling of Networks Composed of MANETs and Satellites.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_21;reference/npe/2011;db/reference/npe/npe2011.html#DhaouGTBB11;16835;Vincent Gauthier;M. Issoufou Tiado;Monique Becker;477-508;André-Luc Beylot;;;;
761;2011-04-19;reference/npe/NogueiraSVP11;;António Nogueira;Markovian Modelling of Internet Traffic.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_5;reference/npe/2011;db/reference/npe/npe2011.html#NogueiraSVP11;16835;Paulo Salvador;Rui Valadas;António Pacheco;98-124;;;;;
762;2011-04-19;reference/npe/PaganoS11;;Michele Pagano;An Introduction to Modelling and Performance Evaluation for TCP Networks.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_24;reference/npe/2011;db/reference/npe/npe2011.html#PaganoS11;16835;Raffaello Secchi;;;571-593;;;;;
763;2011-04-19;reference/npe/ThomasB11;;Nigel Thomas;Analysis of Non-product Form Parallel Queues Using Markovian Process Algebra.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_15;reference/npe/2011;db/reference/npe/npe2011.html#ThomasB11;16835;Jeremy T. Bradley;;;331-342;;;;;
764;2011-04-19;reference/npe/Arlos11;;Patrik Arlos;Application Level Measurement.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_2;reference/npe/2011;db/reference/npe/npe2011.html#Arlos11;16835;;;;14-36;;;;;
765;2011-04-19;reference/npe/DoC11;;Tien Van Do;Generalized QBD Processes, Spectral Expansion and Performance Modeling Applications.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_26;reference/npe/2011;db/reference/npe/npe2011.html#DoC11;16835;Ram Chakka;;;612-641;;;;;
766;2011-04-19;reference/npe/PopescuEIFPV11;;Adrian Popescu;Seamless Roaming: Developments and Challenges.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_34;reference/npe/2011;db/reference/npe/npe2011.html#PopescuEIFPV11;16835;David Erman;Dragos Ilie;Markus Fiedler;795-807;Alexandru Popescu;Karel De Vogeleer;;;
767;2011-04-19;reference/npe/PopescuEVPF11;;Adrian Popescu;ROMA: A Middleware Framework for Seamless Handover.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_33;reference/npe/2011;db/reference/npe/npe2011.html#PopescuEVPF11;16835;David Erman;Karel De Vogeleer;Alexandru Popescu;784-794;Markus Fiedler;;;;
768;2011-04-19;reference/npe/GinerPE11;;Vicente Casares Giner;Mobility Models for Mobility Management.;2011;Network Performance Engineering;http://dx.doi.org/10.1007/978-3-642-02742-0_30;reference/npe/2011;db/reference/npe/npe2011.html#GinerPE11;16835;Vicent Pla;Pablo Escalle-García;;716-745;;;;;
769;2013-07-22;reference/nc/Taati12;;Siamak Taati;Conservation Laws in Cellular Automata.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_8;reference/nc/2012;db/reference/nc/nc2012.html#Taati12;16835;;;;259-286;;;;;
770;2013-07-22;reference/nc/BanzhafM12;;Wolfgang Banzhaf;Artificial Life.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_53;reference/nc/2012;db/reference/nc/nc2012.html#BanzhafM12;16835;Barry McMullin;;;1805-1834;;;;;
771;2013-07-22;reference/nc/BrijderDHJPR12;;Robert Brijder;Computational Nature of Gene Assembly in Ciliates.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_37;reference/nc/2012;db/reference/nc/nc2012.html#BrijderDHJPR12;16835;Mark Daley;Tero Harju;Natasa Jonoska;1233-1280;Ion Petre;Grzegorz Rozenberg;;;
772;2013-07-22;reference/nc/Sekanina12;;Lukás Sekanina;Evolvable Hardware.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_50;reference/nc/2012;db/reference/nc/nc2012.html#Sekanina12;16835;;;;1657-1705;;;;;
773;2013-07-22;reference/nc/DelormeM12;;Marianne Delorme;Algorithmic Tools on Cellular Automata.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_3;reference/nc/2012;db/reference/nc/nc2012.html#DelormeM12;16835;Jacques Mazoyer;;;77-122;;;;;
774;2013-07-22;reference/nc/ReifL12;;John H. Reif;Engineering Natural Computation by Autonomous DNA-Based Biomolecular Devices.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_39;reference/nc/2012;db/reference/nc/nc2012.html#ReifL12;16835;Thomas H. LaBean;;;1319-1353;;;;;
775;2013-07-22;reference/nc/Kari12;;Jarkko Kari;Basic Concepts of Cellular Automata.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_1;reference/nc/2012;db/reference/nc/nc2012.html#Kari12;16835;;;;3-24;;;;;
776;2013-07-22;reference/nc/Rudolph12;;Günter Rudolph;Evolutionary Strategies.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_22;reference/nc/2012;db/reference/nc/nc2012.html#Rudolph12;16835;;;;673-698;;;;;
777;2013-07-22;reference/nc/Paun12;;Gheorghe Paun;DNA Computing by Splicing and by Insertion-Deletion.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_35;reference/nc/2012;db/reference/nc/nc2012.html#Paun12;16835;;;;1185-1202;;;;;
778;2013-07-22;reference/nc/Hirvensalo12;;Mika Hirvensalo;Mathematics for Quantum Information Processing.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_41;reference/nc/2012;db/reference/nc/nc2012.html#Hirvensalo12;16835;;;;1381-1412;;;;;
779;2013-07-22;reference/nc/CorneDKY12;;David W. Corne;Selected Aspects of Natural Computing.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_52;reference/nc/2012;db/reference/nc/nc2012.html#CorneDKY12;16835;Kalyanmoy Deb;Joshua Knowles;Xin Yao;1737-1801;;;;;
780;2013-07-22;reference/nc/Choi12;;Seungjin Choi;Independent Component Analysis.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_13;reference/nc/2012;db/reference/nc/nc2012.html#Choi12;16835;;;;435-459;;;;;
781;2013-07-22;reference/nc/Paun12a;;Gheorghe Paun;Membrane Computing.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_40;reference/nc/2012;db/reference/nc/nc2012.html#Paun12a;16835;;;;1355-1377;;;;;
782;2013-07-22;reference/nc/Rudolph12a;;Günter Rudolph;Stochastic Convergence.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_27;reference/nc/2012;db/reference/nc/nc2012.html#Rudolph12a;16835;;;;847-869;;;;;
783;2013-07-22;reference/nc/Skowron12;;Andrzej Skowron;Rough-Fuzzy Computing.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_57;reference/nc/2012;db/reference/nc/nc2012.html#Skowron12;16835;;;;1921-1948;;;;;
784;2013-07-22;reference/nc/ReadAT12;;Mark Read;An Introduction to Artificial Immune Systems.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_47;reference/nc/2012;db/reference/nc/nc2012.html#ReadAT12;16835;Paul S. Andrews;Jon Timmis;;1575-1597;;;;;
785;2013-07-22;reference/nc/Krasnogor12;;Natalio Krasnogor;Memetic Algorithms.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_29;reference/nc/2012;db/reference/nc/nc2012.html#Krasnogor12;16835;;;;905-935;;;;;
786;2013-07-22;reference/nc/BrabazonDDOE12;;Anthony Brabazon;Natural Computing in Finance - A Review.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_51;reference/nc/2012;db/reference/nc/nc2012.html#BrabazonDDOE12;16835;Jing Dang;Ian Dempsey;Michael O'Neill;1707-1735;David Edelman;;;;
787;2013-07-22;reference/nc/LiHG12;;Kang Li;Fast Construction of Single-Hidden-Layer Feedforward Networks.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_16;reference/nc/2012;db/reference/nc/nc2012.html#LiHG12;16835;Guang-Bin Huang;Shuzhi Sam Ge;;507-531;;;;;
788;2013-07-22;reference/nc/YuK12;;Hwanjo Yu;SVM Tutorial - Classification, Regression and Ranking.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_15;reference/nc/2012;db/reference/nc/nc2012.html#YuK12;16835;Sungchul Kim;;;479-506;;;;;
789;2013-07-22;reference/nc/MazoyerY12;;Jacques Mazoyer;Computations on Cellular Automata.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_5;reference/nc/2012;db/reference/nc/nc2012.html#MazoyerY12;16835;Jean-Baptiste Yunès;;;159-188;;;;;
790;2013-07-22;reference/nc/Ollinger12;;Nicolas Ollinger;Universalities in Cellular Automata.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_6;reference/nc/2012;db/reference/nc/nc2012.html#Ollinger12;16835;;;;189-229;;;;;
791;2013-07-22;reference/nc/Stepney12;;Susan Stepney;Nonclassical Computation - A Dynamical Systems Perspective.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_59;reference/nc/2012;db/reference/nc/nc2012.html#Stepney12;16835;;;;1979-2025;;;;;
792;2014-09-11;reference/nc/Jansen12;;Thomas Jansen 0001;Computational Complexity of Evolutionary Algorithms.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_26;reference/nc/2012;db/reference/nc/nc2012.html#Jansen12;16835;;;;815-845;;;;;
793;2013-07-22;reference/nc/Shir12;;Ofer M. Shir;Niching in Evolutionary Algorithms.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_32;reference/nc/2012;db/reference/nc/nc2012.html#Shir12;16835;;;;1035-1069;;;;;
794;2013-07-22;reference/nc/WhitleyS12;;Darrell Whitley;Genetic Algorithms - A Survey of Models and Methods.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_21;reference/nc/2012;db/reference/nc/nc2012.html#WhitleyS12;16835;Andrew M. Sutton;;;637-671;;;;;
795;2013-07-22;reference/nc/Jong12;;Kenneth A. De Jong;Generalized Evolutionary Algorithms.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_20;reference/nc/2012;db/reference/nc/nc2012.html#Jong12;16835;;;;625-635;;;;;
796;2013-07-22;reference/nc/VanneschiP12;;Leonardo Vanneschi;Genetic Programming - Introduction, Applications, Theory and Open Issues.;2012;Handbook of Natural Computing;http://dx.doi.org/10.1007/978-3-540-92910-9_24;reference/nc/2012;db/reference/nc/nc2012.html#VanneschiP12;16835;Riccardo Poli;;;709-739;;;;;
