_c0;mdate;key;author;author1;title;journal;volume;month;year;__len;cdrom;ee;author2;author3;author4;author5;author6;pages;url;publtype;number;author7;author8;author9;cite;ee1;booktitle;reviewid;rating;crossref,,,
383;2010-05-18;journals/crossroads/Goldberg09;Daniel W. Goldberg;;Staying disciplined during an interdisciplinary degree.;ACM Crossroads;16;;2009;200619;;http://doi.acm.org/10.1145/1665997.1665999;;;;;;3-6;db/journals/crossroads/crossroads16.html#Goldberg09;;2;;;;;;;;;
384;2011-01-05;journals/crossroads/JordaJG10;Sergi Jordà;Carles Fernandes Julià;Interactive surfaces and tangibles.;ACM Crossroads;16;;2010;200619;;http://doi.acm.org/10.1145/1764848.1764855;Daniel Gallardo;;;;;21-28;db/journals/crossroads/crossroads16.html#JordaJG10;;4;;;;;;;;;
385;2014-07-06;journals/crossroads/Delman14;Scott Delman;;Why saying no to the NSA is a slippery slope.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2632263;;;;;;9-10;db/journals/crossroads/crossroads20.html#Delman14;;4;;;;;;;;;
386;2010-05-18;journals/crossroads/Christophory06;Audrey Christophory;;A lifetime in gaming: an interview with Russell Kay.;ACM Crossroads;13;;2006;200619;;http://doi.acm.org/10.1145/1217728.1217734;;;;;;6;db/journals/crossroads/crossroads13.html#Christophory06;;2;;;;;;;;;
387;2010-05-18;journals/crossroads/Rosen10;Guy Rosen;;The business of clouds.;ACM Crossroads;16;;2010;200619;;http://doi.acm.org/10.1145/1734160.1734169;;;;;;26-28;db/journals/crossroads/crossroads16.html#Rosen10;;3;;;;;;;;;
388;2012-09-24;journals/crossroads/Prakash12;B. Aditya Prakash;;Propagation and immunization in large networks.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2331042.2331059;;;;;;56-59;db/journals/crossroads/crossroads19.html#Prakash12;;1;;;;;;;;;
389;2010-05-18;journals/crossroads/Jordan07a;Chris Jordan;;At a crossroads: TA-ing first-year computer science.;ACM Crossroads;13;;2007;200619;;http://doi.acm.org/10.1145/1315325.1315327;;;;;;2;db/journals/crossroads/crossroads13.html#Jordan07a;;4;;;;;;;;;
390;2011-01-05;journals/crossroads/X10b;;;Inbox.;ACM Crossroads;17;;2010;200619;;http://doi.acm.org/10.1145/1869086.1869088;;;;;;5;db/journals/crossroads/crossroads17.html#X10b;;2;;;;;;;;;
391;2013-01-10;journals/crossroads/GitauS12;Shikoh Gitau;Nithya Sambasivan;Information technology and international development.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2382856.2382859;;;;;;7;db/journals/crossroads/crossroads19.html#GitauS12;;2;;;;;;;;;
392;2013-04-20;journals/crossroads/MarshallTK13;Paul Marshall;Henry M. Tufo;High-performance computing and the cloud: a match made in heaven or hell?;ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2425676.2425692;Kate Keahey;;;;;52-57;db/journals/crossroads/crossroads19.html#MarshallTK13;;3;;;;;;;;;
393;2014-05-06;journals/crossroads/WoldtFM14;Wayne Woldt;Eric W. Frew;Feeding a hungry world: the potential for unmanned aircraft systems.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2590599;George Meyer;;;;;24-27;db/journals/crossroads/crossroads20.html#WoldtFM14;;3;;;;;;;;;
394;2014-07-06;journals/crossroads/Yang14;Jean Yang;;Women, hip-hop, and self-teaching: the new diversity in computing.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2628436;;;;;;11-12;db/journals/crossroads/crossroads20.html#Yang14;;4;;;;;;;;;
395;2010-05-18;journals/crossroads/Bernsen07;Niels Ole Bernsen;;Introduction: computer vision and speech.;ACM Crossroads;13;;2007;200619;;http://doi.acm.org/10.1145/1315325.1315326;;;;;;1;db/journals/crossroads/crossroads13.html#Bernsen07;;4;;;;;;;;;
396;2012-06-04;journals/crossroads/Gooch12a;Daniel Gooch;;;ACM Crossroads;18;;2012;200619;;http://doi.acm.org/10.1145/2173637.2173641;;;;;;6;db/journals/crossroads/crossroads18.html#Gooch12a;;4;;;;;;;;;
397;2006-02-09;journals/crossroads/Grasso03;Michael A. Grasso;;Introduction.;ACM Crossroads;9;;2003;200619;;http://doi.acm.org/10.1145/904073.904074;;;;;;2;db/journals/crossroads/crossroads9.html#Grasso03;;3;;;;;;;;;
398;2011-01-05;journals/crossroads/X10a;;;Inbox.;ACM Crossroads;17;;2010;200619;;http://doi.acm.org/10.1145/1836543.1836545;;;;;;5;db/journals/crossroads/crossroads17.html#X10a;;1;;;;;;;;;
399;2006-02-09;journals/crossroads/StirlingA03;David Stirling;Firas Al-Ali;Zero configuration networking.;ACM Crossroads;9;;2003;200619;;http://doi.acm.org/10.1145/904080.904084;;;;;;19-23;db/journals/crossroads/crossroads9.html#StirlingA03;;4;;;;;;;;;
400;2010-05-18;journals/crossroads/BrierleyA07;Claire Brierley;Eric Atwell;An approach for detecting prosodic phrase boundaries in spoken english.;ACM Crossroads;14;;2007;200619;;http://doi.acm.org/10.1145/1349332.1349337;;;;;;;db/journals/crossroads/crossroads14.html#BrierleyA07;;1;;;;;;;;;
401;2010-05-18;journals/crossroads/desJardins08;Marie desJardins;;How to succeed in graduate school: a guide for students and advisors.;ACM Crossroads;14;;2008;200619;;http://doi.acm.org/10.1145/1375972.1375975;;;;;;5-9;db/journals/crossroads/crossroads14.html#desJardins08;;4;;;;;;;;;
402;2011-09-27;journals/crossroads/Zhao11;Guopeng Zhao;;HP Labs Singapore: Fusionopolis Singapore.;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2000775.2000789;;;;;;38-39;db/journals/crossroads/crossroads18.html#Zhao11;;1;;;;;;;;;
403;2013-04-20;journals/crossroads/ScoicaB13;Adrian Scoica;Arthur S. Bland;Profile Arthur S. Bland: high performance at Oak Ridge laboratory.;ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2425676.2425694;;;;;;62;db/journals/crossroads/crossroads19.html#ScoicaB13;;3;;;;;;;;;
404;2013-01-10;journals/crossroads/X12c;;;Around the web.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2382856.2382858;;;;;;6;db/journals/crossroads/crossroads19.html#X12c;;2;;;;;;;;;
405;2013-01-10;journals/crossroads/Deverett12c;Ben Deverett;;Student chapter excellence: what makes a successful student chapter?;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2382856.2382862;;;;;;9;db/journals/crossroads/crossroads19.html#Deverett12c;;2;;;;;;;;;
406;2011-01-05;journals/crossroads/Lemire10;Daniel Lemire;;Marketing your ideas: Don't sell yourself short.;ACM Crossroads;16;;2010;200619;;http://doi.acm.org/10.1145/1764848.1764860;;;;;;7;db/journals/crossroads/crossroads16.html#Lemire10;;4;;;;;;;;;
407;2010-05-18;journals/crossroads/Ko10;Ryan K. L. Ko;;Cloud computing in plain English.;ACM Crossroads;16;;2010;200619;;http://doi.acm.org/10.1145/1734160.1734163;;;;;;5-6;db/journals/crossroads/crossroads16.html#Ko10;;3;;;;;;;;;
408;2012-04-23;journals/crossroads/Deverett12;Ben Deverett;;Spreading knowledge: talks and lectures from ACM Student Chapters.;ACM Crossroads;18;;2012;200619;;http://doi.acm.org/10.1145/2090276.2090282;;;;;;7;db/journals/crossroads/crossroads18.html#Deverett12;;3;;;;;;;;;
409;2011-01-05;journals/crossroads/Mellor-CrummeyGH10;John M. Mellor-Crummey;William Gropp;Teaching parallel programming: a roundtable discussion.;ACM Crossroads;17;;2010;200619;;http://doi.acm.org/10.1145/1836543.1836553;Maurice Herlihy;;;;;28-30;db/journals/crossroads/crossroads17.html#Mellor-CrummeyGH10;;1;;;;;;;;;
410;2012-09-24;journals/crossroads/Gooch12b;Daniel Gooch;;ACM Author-Izer.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2331042.2331046;;;;;;9;db/journals/crossroads/crossroads19.html#Gooch12b;;1;;;;;;;;;
411;2013-04-20;journals/crossroads/Gooch13;Daniel Gooch;;Student contests.;ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2425676.2425680;;;;;;8;db/journals/crossroads/crossroads19.html#Gooch13;;3;;;;;;;;;
412;2010-05-18;journals/crossroads/Camargo06;Caio Camargo;;Interesting complexity: Sid Meier and the secrets of game design.;ACM Crossroads;13;;2006;200619;;http://doi.acm.org/10.1145/1217728.1217732;;;;;;4;db/journals/crossroads/crossroads13.html#Camargo06;;2;;;;;;;;;
413;2012-04-23;journals/crossroads/Huq12a;Arefin Huq;;An interview with Robert Soare.;ACM Crossroads;18;;2012;200619;;http://doi.acm.org/10.1145/2090276.2090284;;;;;;15-17;db/journals/crossroads/crossroads18.html#Huq12a;;3;;;;;;;;;
414;2011-01-05;journals/crossroads/Zhang10;Nelson Zhang;;Running the turk: interview with Amazon.com vice president Sharon Chiarella and PR manager Kay Kinton.;ACM Crossroads;17;;2010;200619;;http://doi.acm.org/10.1145/1869086.1869103;;;;;;50-51;db/journals/crossroads/crossroads17.html#Zhang10;;2;;;;;;;;;
415;2013-04-20;journals/crossroads/ChoiV13;JeeWhan Choi;Richard W. Vuduc;How much (execution) time and energy does my algorithm cost?;ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2425676.2425691;;;;;;49-51;db/journals/crossroads/crossroads19.html#ChoiV13;;3;;;;;;;;;
416;2010-05-18;journals/crossroads/Pfeifer08;Craig Pfeifer;;Information superwhichway?;ACM Crossroads;14;;2008;200619;;http://doi.acm.org/10.1145/1375972.1375974;;;;;;3-4;db/journals/crossroads/crossroads14.html#Pfeifer08;;4;;;;;;;;;
417;2013-01-10;journals/crossroads/Younos12;Arjumand Younos;;Online education for developing contexts.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2382856.2382868;;;;;;27-29;db/journals/crossroads/crossroads19.html#Younos12;;2;;;;;;;;;
418;2013-11-08;journals/crossroads/Kuusisto13b;Finn Kuusisto;;WLAN Security.;ACM Crossroads;20;;2013;200619;;http://doi.acm.org/10.1145/2517257;;;;;;64;db/journals/crossroads/crossroads20.html#Kuusisto13b;;1;;;;;;;;;
419;2013-07-16;journals/crossroads/Delman13;Scott E. Delman;;Information wants to be useful.;ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2460436.2460456;;;;;;7-9;db/journals/crossroads/crossroads19.html#Delman13;;4;;;;;;;;;
420;2011-01-05;journals/crossroads/Lee10;Johnny Chung Lee;;In search of a natural gesture.;ACM Crossroads;16;;2010;200619;;http://doi.acm.org/10.1145/1764848.1764853;;;;;;9-12;db/journals/crossroads/crossroads16.html#Lee10;;4;;;;;;;;;
421;2010-05-18;journals/crossroads/Solomon07b;Justin Solomon;;The science of shape: revolutionizing graphics and vision with the third dimension.;ACM Crossroads;13;;2007;200619;;http://doi.acm.org/10.1145/1315325.1315335;;;;;;10;db/journals/crossroads/crossroads13.html#Solomon07b;;4;;;;;;;;;
422;2011-12-01;journals/crossroads/Mahdian11;Mohammad Mahdian;;Fighting censorship with algorithms.;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2043236.2043251;;;;;;41;db/journals/crossroads/crossroads18.html#Mahdian11;;2;;;;;;;;;
423;2013-04-20;journals/crossroads/RiedyB13;E. Jason Riedy;David A. Bader;Massive streaming data analytics: a graph-based approach.;ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2425676.2425689;;;;;;37-43;db/journals/crossroads/crossroads19.html#RiedyB13;;3;;;;;;;;;
424;2011-06-20;journals/crossroads/Stanier11b;James Stanier;;Green technology.;ACM Crossroads;17;;2011;200619;;http://doi.acm.org/10.1145/1961678.1961691;;;;;;59;db/journals/crossroads/crossroads17.html#Stanier11b;;4;;;;;;;;;
425;2014-01-24;journals/crossroads/StrohrmannT13;Christina Strohrmann;Gerhard Tröster;Quantified performance: assessing runners with sensors.;ACM Crossroads;20;;2013;200619;;http://doi.acm.org/10.1145/2541649;;;;;;18-23;db/journals/crossroads/crossroads20.html#StrohrmannT13;;2;;;;;;;;;
426;2011-09-27;journals/crossroads/X11b;;;Inbox.;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2000775.2000777;;;;;;4;db/journals/crossroads/crossroads18.html#X11b;;1;;;;;;;;;
427;2010-05-18;journals/crossroads/Solomon09a;Justin Solomon;;Introduction.;ACM Crossroads;15;;2009;200619;;http://doi.acm.org/10.1145/1525902.1525903;;;;;;2;db/journals/crossroads/crossroads15.html#Solomon09a;;3;;;;;;;;;
428;2011-09-27;journals/crossroads/Allison11;Brendan Z. Allison;;Trends in BCI research: progress today, backlash tomorrow?;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2000775.2000784;;;;;;18-22;db/journals/crossroads/crossroads18.html#Allison11;;1;;;;;;;;;
429;2013-11-08;journals/crossroads/Nave13;Gidi Nave;;Habits: Our cognitive shortcut.;ACM Crossroads;20;;2013;200619;;http://doi.acm.org/10.1145/2508975;;;;;;12-13;db/journals/crossroads/crossroads20.html#Nave13;;1;;;;;;;;;
430;2010-05-18;journals/crossroads/Papanikolaou05;Nick Papanikolaou;;An introduction to quantum cryptography.;ACM Crossroads;11;;2005;200619;;http://doi.acm.org/10.1145/1144396.1144399;;;;;;3;db/journals/crossroads/crossroads11.html#Papanikolaou05;;3;;;;;;;;;
431;2014-05-06;journals/crossroads/Zuba14a;Michael Zuba;;Connecting with oceans using underwater acoustic networks.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2590642;;;;;;32-37;db/journals/crossroads/crossroads20.html#Zuba14a;;3;;;;;;;;;
432;2010-05-18;journals/crossroads/DenaultK07;Alexandre Denault;Jörg Kienzle;Avoid common pitfalls when programming 2D graphics in java: lessons learnt from implementing the minueto toolkit.;ACM Crossroads;13;;2007;200619;;http://doi.acm.org/10.1145/1247238.1247245;;;;;;7;db/journals/crossroads/crossroads13.html#DenaultK07;;3;;;;;;;;;
433;2014-05-06;journals/crossroads/Barreto14;Tomas Barreto;;Getting a job at Box: five tips you won't learn in school.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2590533;;;;;;12-13;db/journals/crossroads/crossroads20.html#Barreto14;;3;;;;;;;;;
434;2011-06-20;journals/crossroads/LaskeyK11;Alex Laskey;Ogi Kavazovic;OPOWER.;ACM Crossroads;17;;2011;200619;;http://doi.acm.org/10.1145/1961678.1961687;;;;;;47-51;db/journals/crossroads/crossroads17.html#LaskeyK11;;4;;;;;;;;;
435;2014-11-24;journals/crossroads/Liang14;Percy Liang;;Talking to computers in natural language.;ACM Crossroads;21;;2014;200619;;http://doi.acm.org/10.1145/2659831;;;;;;18-21;db/journals/crossroads/crossroads21.html#Liang14;;1;;;;;;;;;
436;2013-11-08;journals/crossroads/Simpson13;Olivia Simpson;;Algorithms Fit for Compilation?;ACM Crossroads;20;;2013;200619;;http://doi.acm.org/10.1145/2508974;;;;;;12;db/journals/crossroads/crossroads20.html#Simpson13;;1;;;;;;;;;
437;2012-09-24;journals/crossroads/Chan12;Cliburn Chan;;Big data in computational biology.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2331042.2331061;;;;;;64-68;db/journals/crossroads/crossroads19.html#Chan12;;1;;;;;;;;;
438;2010-05-18;journals/crossroads/Solomon09;Justin Solomon;;Introduction: maxed out?;ACM Crossroads;16;;2009;200619;;http://doi.acm.org/10.1145/1618588.1618589;;;;;;2;db/journals/crossroads/crossroads16.html#Solomon09;;1;;;;;;;;;
439;2014-07-06;journals/crossroads/Carson14;Erin Carson;;Making tech more inclusive: an interview with Ashe Dryden.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2604997;;;;;;36-37;db/journals/crossroads/crossroads20.html#Carson14;;4;;;;;;;;;
440;2013-11-08;journals/crossroads/Task13;Christine Task;;An Illustrated Primer in Differential Privacy.;ACM Crossroads;20;;2013;200619;;http://doi.acm.org/10.1145/2510127;;;;;;53-57;db/journals/crossroads/crossroads20.html#Task13;;1;;;;;;;;;
441;2011-06-20;journals/crossroads/Juve11;Gideon Juve;;Lawrence Berkeley National Laboratory: Berkeley, California.;ACM Crossroads;17;;2011;200619;;http://doi.acm.org/10.1145/1961678.1961690;;;;;;58-59;db/journals/crossroads/crossroads17.html#Juve11;;4;;;;;;;;;
442;2014-05-06;journals/crossroads/Zuba14;Michael Zuba;;Defending students from cyber crime: a hands on approach.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2591610;;;;;;11;db/journals/crossroads/crossroads20.html#Zuba14;;3;;;;;;;;;
443;2013-07-16;journals/crossroads/Talgam-CohenK13;Inbal Talgam-Cohen;Peter Kinnaird;Money and power in academic publishing.;ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2460436.2460437;;;;;;5-6;db/journals/crossroads/crossroads19.html#Talgam-CohenK13;;4;;;;;;;;;
444;2006-03-06;journals/crossroads/Filimon04;Stephany Filimon;;Multilevel security: privacy by design.;ACM Crossroads;10;;2004;200619;;http://doi.acm.org/10.1145/1027321.1027325;;;;;;4;db/journals/crossroads/crossroads10.html#Filimon04;;3;;;;;;;;;
445;2011-12-01;journals/crossroads/Harrison11d;Chris Harrison;;Where to go from here?;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2043236.2043237;;;;;;3;db/journals/crossroads/crossroads18.html#Harrison11d;;2;;;;;;;;;
446;2013-01-10;journals/crossroads/Garai12;Atanu Garai;;Seven factors for designing successful mHealth projects.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2382856.2382865;;;;;;16-19;db/journals/crossroads/crossroads19.html#Garai12;;2;;;;;;;;;
447;2011-01-05;journals/crossroads/Batenkov10;Dmitry Batenkov;;Real-time detection with webcam.;ACM Crossroads;16;;2010;200619;;http://doi.acm.org/10.1145/1764848.1764861;;;;;;50-51;db/journals/crossroads/crossroads16.html#Batenkov10;;4;;;;;;;;;
448;2014-07-06;journals/crossroads/Woo14;Grace Woo;;All hands on deck!;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2604999;;;;;;43-45;db/journals/crossroads/crossroads20.html#Woo14;;4;;;;;;;;;
449;2014-07-06;journals/crossroads/Miller14;Omoju Miller;;It's deeper than rap, toward culturally responsive CS.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2604994;;;;;;28-30;db/journals/crossroads/crossroads20.html#Miller14;;4;;;;;;;;;
450;2013-04-20;journals/crossroads/Kuusisto13;Finn Kuusisto;;Supercomputers.;ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2425676.2425696;;;;;;65;db/journals/crossroads/crossroads19.html#Kuusisto13;;3;;;;;;;;;
451;2010-05-18;journals/crossroads/SayagoSGAL07;Sergio Sayago;Patricia Santos;Meeting educational needs of the elderly in ICT: two exploratory case studies.;ACM Crossroads;14;;2007;200619;;http://doi.acm.org/10.1145/1373596.1373598;Maite Gonzalez;Míriam Arenas;Laura López;;;;db/journals/crossroads/crossroads14.html#SayagoSGAL07;;2;;;;;;;;;
452;2010-05-18;journals/crossroads/Gollub07;Rachel Gollub;;Second life and education.;ACM Crossroads;14;;2007;200619;;http://doi.acm.org/10.1145/1349332.1349334;;;;;;;db/journals/crossroads/crossroads14.html#Gollub07;;1;;;;;;;;;
453;2012-06-04;journals/crossroads/SadikovM12;Eldar Sadikov;Montserrat Medina;Want a tenure?: try a startup.;ACM Crossroads;18;;2012;200619;;http://doi.acm.org/10.1145/2173637.2173646;;;;;;16-19;db/journals/crossroads/crossroads18.html#SadikovM12;;4;;;;;;;;;
454;2014-01-24;journals/crossroads/Venkatasubramanian13;Suresh Venkatasubramanian;;The many stages of writing a paper, and how to close the deal.;ACM Crossroads;20;;2013;200619;;http://doi.acm.org/10.1145/2543923;;;;;;17;db/journals/crossroads/crossroads20.html#Venkatasubramanian13;;2;;;;;;;;;
455;2014-01-24;journals/crossroads/X13b;;;Forget about blenders.;ACM Crossroads;20;;2013;200619;;http://doi.acm.org/10.1145/2544050;;;;;;5-7;db/journals/crossroads/crossroads20.html#X13b;;2;;;;;;;;;
456;2006-03-06;journals/crossroads/Winbladh04;Kristina Winbladh;;Requirements engineering: closing the gap between academic supply and industry demand.;ACM Crossroads;10;;2004;200619;;http://doi.acm.org/10.1145/1027313.1027317;;;;;;4;db/journals/crossroads/crossroads10.html#Winbladh04;;4;;;;;;;;;
457;2006-02-09;journals/crossroads/Thomas03;Craig Thomas;;Automatic generation of French speech.;ACM Crossroads;9;;2003;200619;;http://doi.acm.org/10.1145/904073.904079;;;;;;24-28;db/journals/crossroads/crossroads9.html#Thomas03;;3;;;;;;;;;
458;2006-02-09;journals/crossroads/Dideles03;Myra Dideles;;Bluetooth: a technical overview.;ACM Crossroads;9;;2003;200619;;http://doi.acm.org/10.1145/904080.904083;;;;;;11-18;db/journals/crossroads/crossroads9.html#Dideles03;;4;;;;;;;;;
459;2010-05-18;journals/crossroads/Bach06;Paula M. Bach;;Introduction.;ACM Crossroads;13;;2006;200619;;http://doi.acm.org/10.1145/1217728.1217729;;;;;;1;db/journals/crossroads/crossroads13.html#Bach06;;2;;;;;;;;;
460;2006-03-06;journals/crossroads/Myles04;Ginger Myles;;Using software watermarking to discourage piracy.;ACM Crossroads;10;;2004;200619;;http://doi.acm.org/10.1145/1027321.1027323;;;;;;2;db/journals/crossroads/crossroads10.html#Myles04;;3;;;;;;;;;
461;2014-07-06;journals/crossroads/FollmerT14;Sean Follmer;Inbal Talgam-Cohen;Towards a critical debate about technology and its impact.;ACM Crossroads;20;;2014;200619;;http://doi.acm.org/10.1145/2627816;;;;;;5-7;db/journals/crossroads/crossroads20.html#FollmerT14;;4;;;;;;;;;
462;2013-01-10;journals/crossroads/Diga12;Kathleen Diga;;Facing the African ICTD academic divide.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2382856.2382873;;;;;;50-55;db/journals/crossroads/crossroads19.html#Diga12;;2;;;;;;;;;
463;2013-07-16;journals/crossroads/Coy13;Stephen Coy;;Kodu game lab, a few lessons learned.;ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2460436.2460450;;;;;;44-47;db/journals/crossroads/crossroads19.html#Coy13;;4;;;;;;;;;
464;2013-04-20;journals/crossroads/KnightP13;Nick Knight;Jack Poulson;Scientific computing.;ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2425676.2425679;;;;;;7;db/journals/crossroads/crossroads19.html#KnightP13;;3;;;;;;;;;
465;2013-10-18;journals/crossroads/HyltonRCG05;Kayre Hylton;Mary Beth Rosson;When news is more than what makes headlines.;ACM Crossroads;12;;2005;200619;;http://doi.acm.org/10.1145/1144375.1144379;John M. Carroll;Craig H. Ganoe;;;;4;db/journals/crossroads/crossroads12.html#HyltonRCG05;;2;;;;;;;;;
466;2010-05-18;journals/crossroads/Goldberg09a;Daniel W. Goldberg;;State considerations in distributed systems.;ACM Crossroads;15;;2009;200619;;http://doi.acm.org/10.1145/1525902.1525905;;;;;;7-11;db/journals/crossroads/crossroads15.html#Goldberg09a;;3;;;;;;;;;
467;2012-04-23;journals/crossroads/Moshkovitz12;Dana Moshkovitz;;The tale of the PCP theorem.;ACM Crossroads;18;;2012;200619;;http://doi.acm.org/10.1145/2090276.2090286;;;;;;23-26;db/journals/crossroads/crossroads18.html#Moshkovitz12;;3;;;;;;;;;
468;2013-07-16;journals/crossroads/Arif13;Mohammad Arif;;Artificial Intelligence E Robotics Technology Laboratory (AIART lab): National Taipei University, Taiwan.;ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2460436.2460453;;;;;;56-57;db/journals/crossroads/crossroads19.html#Arif13;;4;;;;;;;;;
469;2010-05-18;journals/crossroads/Kim05;Kibum Kim;;Challenges in HCI: digital divide.;ACM Crossroads;12;;2005;200619;;http://doi.acm.org/10.1145/1144375.1144377;;;;;;2;db/journals/crossroads/crossroads12.html#Kim05;;2;;;;;;;;;
470;2006-02-09;journals/crossroads/AlamIM03;Sadaf Alam;Roland N. Ibbett;Simulation of a computer architecture for quantum chromodynamics calculations.;ACM Crossroads;9;;2003;200619;;http://doi.acm.org/10.1145/904073.904078;Frédéric Mallet;;;;;16-23;db/journals/crossroads/crossroads9.html#AlamIM03;;3;;;;;;;;;
471;2013-07-16;journals/crossroads/Giannikas13;Vaggelis Giannikas;;Facing your supervisor.;ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2460436.2460441;;;;;;12;db/journals/crossroads/crossroads19.html#Giannikas13;;4;;;;;;;;;
472;2012-04-23;journals/crossroads/Giannikas12a;Vaggelis Giannikas;;Bletchley Park: Milton Keynes, UK.;ACM Crossroads;18;;2012;200619;;http://doi.acm.org/10.1145/2090276.2090292;;;;;;46-47;db/journals/crossroads/crossroads18.html#Giannikas12a;;3;;;;;;;;;
473;2014-11-24;journals/crossroads/BauerR14;Daniel Bauer;Billy Rathje;Miriam Plieninger on language learning with Babbel.;ACM Crossroads;21;;2014;200619;;http://doi.acm.org/10.1145/2659895;;;;;;58-59;db/journals/crossroads/crossroads21.html#BauerR14;;1;;;;;;;;;
474;2006-02-09;journals/crossroads/Chin02;Robert Chin;;Three-dimensional file system browser.;ACM Crossroads;9;;2002;200619;;http://doi.acm.org/10.1145/571758.571765;;;;;;16-18;db/journals/crossroads/crossroads9.html#Chin02;;1;;;;;;;;;
475;2013-04-20;journals/crossroads/Zitnik13;Marinka Zitnik;;""Matrix function: a ""VIP"" in linear algebra and its applications."";ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2425676.2425697;;;;;;66-67;db/journals/crossroads/crossroads19.html#Zitnik13;;3;;;;;;;;;
476;2006-03-14;journals/crossroads/KindySUJ00;Jeremy Kindy;John Shuping;Design of an Interactive Tutorial for Logic and Logical Circuits.;ACM Crossroads;6;;2000;200619;;http://doi.acm.org/10.1145/331624.331629;Patricia Yali Underhill;David John;;;;;db/journals/crossroads/crossroads6.html#KindySUJ00;;3;;;;;;;;;
477;2013-07-16;journals/crossroads/X13;;;INBOX.;ACM Crossroads;19;;2013;200619;;http://doi.acm.org/10.1145/2460436.2460438;;;;;;10;db/journals/crossroads/crossroads19.html#X13;;4;;;;;;;;;
478;2011-09-27;journals/crossroads/ReinaJLP11;Amelio Vázquez Reina;Won-Ki Jeong;The connectome project: discovering the wiring of the brain.;ACM Crossroads;18;;2011;200619;;http://doi.acm.org/10.1145/2000775.2000782;Jeff Lichtman;Hanspeter Pfister;;;;8-13;db/journals/crossroads/crossroads18.html#ReinaJLP11;;1;;;;;;;;;
479;2011-06-20;journals/crossroads/Batenkov11a;Dmitry Batenkov;;Web maps of renewable energy.;ACM Crossroads;17;;2011;200619;;http://doi.acm.org/10.1145/1961678.1961689;;;;;;56-57;db/journals/crossroads/crossroads17.html#Batenkov11a;;4;;;;;;;;;
480;2011-01-05;journals/crossroads/Wiese10;Jason Wiese;;FXPAL---an interdisciplinary lab: Palo Alto, California.;ACM Crossroads;17;;2010;200619;;http://doi.acm.org/10.1145/1869086.1869105;;;;;;54-55;db/journals/crossroads/crossroads17.html#Wiese10;;2;;;;;;;;;
481;2011-01-05;journals/crossroads/Bernstein10;Michael S. Bernstein;;Profile Armando Solar-Lezama: programming machines to program bits.;ACM Crossroads;17;;2010;200619;;http://doi.acm.org/10.1145/1836543.1836556;;;;;;42;db/journals/crossroads/crossroads17.html#Bernstein10;;1;;;;;;;;;
482;2013-01-10;journals/crossroads/Kuusisto12b;Finn Kuusisto;;ICT for education.;ACM Crossroads;19;;2012;200619;;http://doi.acm.org/10.1145/2382856.2382878;;;;;;63;db/journals/crossroads/crossroads19.html#Kuusisto12b;;2;;;;;;;;;
